structure_name,cell_density
GRN,294.79624865134036
ISN,1403.5087719298244
PPY,224.36459246275197
AMBv,1178.637200736648
AMBd,391.83673469387753
IRN,970.8361303796524
PRP,218.24381926683716
NR,705.8823529411765
LIN,821.7898832684825
LRNm,742.1481456438689
LRNp,3702.9207232267036
MARN,97.7887186452188
ICB,0.0
MDRNd,1087.5534548728335
MDRNv,540.1083770098605
ACVII,927.536231884058
VI,343.3476394849785
VII,586.7062021250309
MV,259.114123874083
LAV,425.41685443893647
SUV,5.931967744925387
SPIV,656.6738044254104
x,1947.9800774764803
XII,337.21045829605333
y,89.3854748603352
IO,411.3336207234393
DMX,306.52353426919905
PARN,1446.2154143379562
PAS,555.9174809989142
PGRNd,194.12656831655866
PGRNl,506.41151547462044
RM,212.5804442599128
RO,202.53164556962025
RPA,151.16622379687038
AP,214.40536013400336
SPVC,1970.815596077684
SPVI,2686.808361145266
SPVO,1782.4956909523678
Pa5,1194.1948859709744
VCO,5703.878726736932
DCO,2588.067777303147
NTB,1249.9606237202709
NTS,549.7017178178681
GR,19.423368740515933
CU,559.3700787401575
ECU,471.5040311370587
PRNr,2254.34839611922
LC,0.0
LDT,0.0
RPO,101.16977552956055
SLC,0.0
SLD,44.91228070175438
NI,136.83567501527185
CS,180.50962847695
SOCm,1707.8651685393259
SOCl,3847.5288366053014
POR,3649.501213265031
NLL,3930.6284805091486
PSV,6159.660501241093
KF,939.1796322489392
PRNc,1519.9387435127678
B,0.0
SG,0.0
SUT,1854.519437157167
P5,3740.340030911901
Acs5,5333.333333333333
PC5,8020.390824129142
I5,4476.454293628809
TRN,2470.335954253038
PDTg,0.0
V,5849.763614078094
DTN,0.0
PCG,7.454428979092658
PG,2562.911217610267
ME,271.89965607930407
PS,338.09819763828466
PVp,1350.0329597890575
PVpo,0.0
AVP,142.81729428172943
AVPV,37.66921718658034
SCH,251.04602510460253
SFO,0.0
SBPV,94.1522618609783
MEPO,316.04938271604937
MPO,314.3735940871322
VMPO,233.29283110571083
VLPO,241.229341838214
ADP,321.71581769437
OV,0.0
DMH,427.4554236984913
PD,923.0769230769231
PVi,114.03416832617125
ARH,583.3043074422385
PVa,51.50905432595574
ASO,423.841059602649
PVH,152.74463007159906
SO,1434.6504559270516
RCH,442.6944769607321
LHA,454.4918244454091
LPO,698.8671219991003
PST,127.23658051689861
PSTN,128.1774765059313
STN,434.959902134022
PeF,317.34466707144304
TU,5879.648948501407
FF,581.5362248606737
PMv,1942.8318191890096
VMHDM,481.6326530612245
VMHC,1226.4472760108356
VMHVL,961.9742007851936
LM,5166.8243456322925
MM,948.807753202514
SUM,756.8623196267765
TM,11419.203747072599
MPN,481.203007518797
PVHd,222.62907359941414
VMH,283.0385015608741
AHN,409.2375324712398
PH,591.2687895195184
PMd,901.5755329008342
LGv,0.0
IGL,0.0
SubG,625.0
IntG,0.0
PO,1.5947771049811865
POL,0.0
LP,0.0
SGN,0.0
Eth,0.0
IAD,73.60552041403105
IAM,45.51920341394026
AM,196.96853119950757
LD,0.0
AV,52.988905447921844
AD,14.440433212996389
RT,77.65517764380238
PR,269.80502371333216
MD,31.71531727116124
SMT,70.50399339025061
IMD,34.96630850482608
RH,20.4211869814933
PIL,11.396011396011398
CL,5.825596213362461
CM,63.077491684119735
PCN,73.6949846468782
