structure_name,cell_density
GRN,5.522750527003538
ISN,0.0
PPY,319.9600049993751
AMBv,385.77456298975284
AMBd,289.78007761966364
IRN,92.65920144780003
PRP,29.283916723861818
NR,0.0
LIN,91.58120677319343
LRNm,268.8529033132326
LRNp,322.29324036412936
MARN,4.975640095366435
ICB,344.3637341942427
MDRNd,1690.6525437822208
MDRNv,21.877492552862467
ACVII,0.0
VI,0.0
VII,154.92048588697847
MV,130.6097882105105
LAV,4059.9050286131746
SUV,4181.3763697217
SPIV,5785.669593734493
x,2512.249443207127
XII,16.768192834217594
y,22938.897168405365
IO,54.53841187863137
DMX,13.265623380661209
PARN,600.5023560915865
PAS,3114.3552311435524
PGRNd,0.0
PGRNl,336.0772069259154
RM,0.0
RO,0.0
RPA,36.042800825980855
AP,0.0
SPVC,1230.6490535507542
SPVI,2269.569922349122
SPVO,1600.1410561579828
Pa5,1305.4843043850008
VCO,3125.2624212736177
DCO,10419.371458011334
NTB,227.10375126732004
NTS,1305.5420908062692
GR,486.1785186748259
CU,3291.267825747216
ECU,5255.091867255377
PRNr,29.193991961074676
LC,0.0
LDT,27.491408934707906
RPO,0.0
SLC,0.0
SLD,0.0
NI,0.0
CS,0.0
SOCm,337.17336330429896
SOCl,258.30487426265137
POR,305.4107627927465
NLL,672.0552677029361
PSV,131.42406629874773
KF,104.39321444106133
PRNc,20.712931712053262
B,0.0
SG,0.0
SUT,34.459550410553234
P5,20.975583110285683
Acs5,0.0
PC5,203.87576320679585
I5,0.0
TRN,144.52389913436207
PDTg,0.0
V,26.80207297283149
DTN,0.0
PCG,30.38575667655786
PG,341.43449911084764
ME,42.626881577194624
PS,32.91757747203292
PVp,6.010518407212622
PVpo,0.0
AVP,107.02341137123746
AVPV,8.453866983686678
SCH,0.0
SFO,33.59580052493438
SBPV,0.0
MEPO,0.0
MPO,42.77152589143276
VMPO,169.87392169873922
VLPO,648.1273107217489
ADP,8.267665676269216
OV,0.0
DMH,3.839232153569286
PD,0.0
PVi,0.0
ARH,16.77086062965597
PVa,0.0
ASO,0.0
PVH,0.0
SO,160.76729846997034
RCH,9.109023626530032
LHA,53.294146460935586
LPO,31.70867653434074
PST,0.0
PSTN,21.792798161232657
STN,64.85812285625195
PeF,14.409546324439942
TU,190.5288451315202
FF,7.180925666199158
PMv,125.00762986022097
VMHDM,0.0
VMHC,31.420681190549246
VMHVL,92.1194674343289
LM,22.65887767746504
MM,44.65042108935067
SUM,22.416812609457093
TM,59.63069625614094
MPN,3.8144053401674753
PVHd,0.0
VMH,0.0
AHN,3.084040092521203
PH,11.972314023819917
PMd,249.23504867872043
LGv,32.39583662880825
IGL,79.09604519774011
SubG,33.64879074658255
IntG,0.0
PO,10.468139322670064
POL,16.643262079367556
LP,24.139457846143756
SGN,11.350200993142586
Eth,61.175297149031664
IAD,0.0
IAM,0.0
AM,1.8041891015702083
LD,9.661731563453639
AV,5.160319294756363
AD,13.070115724982982
RT,6.689604111319193
PR,0.0
MD,2.5873395546272278
SMT,0.0
IMD,0.0
RH,0.0
PIL,24.047493800255506
CL,0.0
CM,0.0
PCN,2.746663233337625
