structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,35,22,57,0.012265625,0.012203125,0.02446875,2853.503185,1802.816901
Accessory facial motor nucleus,0,0,0,0.00203125,0.002359375,0.004390625,0,0
"Accessory olfactory bulb, glomerular layer",472,356,828,0.256265625,0.161796875,0.4180625,1841.838912,2200.289715
"Accessory olfactory bulb, granular layer",623,859,1482,0.247234375,0.193625,0.440859375,2519.87613,4436.410587
"Accessory olfactory bulb, mitral layer",1209,1688,2897,0.410546875,0.2679375,0.678484375,2944.852521,6299.976674
Accessory supraoptic group,16,5,21,0.004140625,0.004609375,0.00875,3864.150943,1084.745763
Accessory trigeminal nucleus,1,4,5,0.005796875,0.005640625,0.0114375,172.5067385,709.1412742
"Agranular insular area, dorsal part, layer 1",1006,988,1994,0.184796875,0.16284375,0.347640625,5443.815,6067.165611
"Agranular insular area, dorsal part, layer 2/3",2724,2748,5472,0.367,0.320234375,0.687234375,7422.343324,8581.21493
"Agranular insular area, dorsal part, layer 5",4439,4813,9252,0.634984375,0.52784375,1.162828125,6990.723197,9118.228642
"Agranular insular area, dorsal part, layer 6a",1598,2275,3873,0.371671875,0.29771875,0.669390625,4299.491319,7641.440118
"Agranular insular area, dorsal part, layer 6b",121,114,235,0.0239375,0.01965625,0.04359375,5054.830287,5799.682035
"Agranular insular area, posterior part, layer 1",141,110,251,0.23053125,0.172515625,0.403046875,611.6307442,637.6234037
"Agranular insular area, posterior part, layer 2/3",2094,2202,4296,0.437859375,0.317140625,0.755,4782.357349,6943.292112
"Agranular insular area, posterior part, layer 5",4248,3433,7681,0.41621875,0.291390625,0.707609375,10206.17163,11781.436
"Agranular insular area, posterior part, layer 6a",2884,2260,5144,0.246421875,0.16690625,0.413328125,11703.50644,13540.53548
"Agranular insular area, posterior part, layer 6b",75,45,120,0.0121875,0.00825,0.0204375,6153.846154,5454.545455
"Agranular insular area, ventral part, layer 1",335,129,464,0.111421875,0.0900625,0.201484375,3006.590941,1432.338654
"Agranular insular area, ventral part, layer 2/3",1611,1086,2697,0.267796875,0.223359375,0.49115625,6015.753545,4862.119622
