structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,1,4,5,0.015265625,0.01525,0.030515625,65.50665302,262.295082
Accessory facial motor nucleus,0,3,3,0.002484375,0.002125,0.004609375,0,1411.764706
"Accessory olfactory bulb, glomerular layer",55,118,173,0.22759375,0.156703125,0.384296875,241.6586571,753.0162529
"Accessory olfactory bulb, granular layer",233,576,809,0.331953125,0.2116875,0.543640625,701.9063309,2720.992028
"Accessory olfactory bulb, mitral layer",229,391,620,0.485203125,0.293421875,0.778625,471.9672817,1332.552319
Accessory supraoptic group,0,12,12,0.00290625,0.00271875,0.005625,0,4413.793103
Accessory trigeminal nucleus,12,5,17,0.006703125,0.005640625,0.01234375,1790.20979,886.4265928
"Agranular insular area, dorsal part, layer 1",817,407,1224,0.317015625,0.23203125,0.549046875,2577.160037,1754.074074
"Agranular insular area, dorsal part, layer 2/3",3508,2354,5862,0.65621875,0.4799375,1.13615625,5345.77837,4904.805313
"Agranular insular area, dorsal part, layer 5",6291,7578,13869,1.15525,0.7999375,1.9551875,5445.574551,9473.240097
"Agranular insular area, dorsal part, layer 6a",1213,2361,3574,0.637875,0.496625,1.1345,1901.626494,4754.090108
"Agranular insular area, dorsal part, layer 6b",22,110,132,0.039171875,0.03296875,0.072140625,561.6274432,3336.492891
"Agranular insular area, posterior part, layer 1",272,589,861,0.362453125,0.364546875,0.727,750.4418675,1615.704428
"Agranular insular area, posterior part, layer 2/3",3464,4682,8146,0.642296875,0.616625,1.258921875,5393.14472,7592.945469
"Agranular insular area, posterior part, layer 5",3586,4901,8487,0.545359375,0.504421875,1.04978125,6575.480618,9716.073475
"Agranular insular area, posterior part, layer 6a",1059,1985,3044,0.2925625,0.26453125,0.55709375,3619.739372,7503.839338
"Agranular insular area, posterior part, layer 6b",34,70,104,0.013203125,0.01121875,0.024421875,2575.147929,6239.554318
"Agranular insular area, ventral part, layer 1",180,209,389,0.144203125,0.118546875,0.26275,1248.239246,1763.015685
"Agranular insular area, ventral part, layer 2/3",1937,1760,3697,0.359671875,0.28528125,0.644953125,5385.464182,6169.350422
"Agranular insular area, ventral part, layer 5",3774,2337,6111,0.50909375,0.355640625,0.864734375,7413.172918,6571.240279
"Agranular insular area, ventral part, layer 6a",557,845,1402,0.125375,0.0929375,0.2183125,4442.671984,9092.131809
"Agranular insular area, ventral part, layer 6b",0,2,2,0.003140625,0.00215625,0.005296875,0,927.5362319
alveus,2550,2150,4700,0.721671875,0.641,1.362671875,3533.461797,3354.134165
amygdalar capsule,131,365,496,0.103078125,0.092375,0.195453125,1270.880703,3951.285521
Anterior amygdalar area,57,424,481,0.260625,0.240265625,0.500890625,218.705036,1764.713533
"Anterior area, layer 1",305,574,879,0.106859375,0.1105625,0.217421875,2854.218453,5191.633691
"Anterior area, layer 2/3",1352,2360,3712,0.182078125,0.19428125,0.376359375,7425.384021,12147.33794
"Anterior area, layer 4",321,654,975,0.064921875,0.0688125,0.133734375,4944.404332,9504.087193
"Anterior area, layer 5",338,602,940,0.14346875,0.159109375,0.302578125,2355.913744,3783.560837
"Anterior area, layer 6a",201,413,614,0.08840625,0.09859375,0.187,2273.59491,4188.906498
"Anterior area, layer 6b",11,88,99,0.01528125,0.017625,0.03290625,719.8364008,4992.907801
"Anterior cingulate area, dorsal part, layer 1",174,118,292,0.14646875,0.189203125,0.335671875,1187.966716,623.6683459
"Anterior cingulate area, dorsal part, layer 2/3",448,392,840,0.17321875,0.17221875,0.3454375,2586.325095,2276.174923
"Anterior cingulate area, dorsal part, layer 5",439,348,787,0.335453125,0.3478125,0.683265625,1308.677628,1000.539084
"Anterior cingulate area, dorsal part, layer 6a",169,464,633,0.206640625,0.221984375,0.428625,817.8449905,2090.237207
"Anterior cingulate area, dorsal part, layer 6b",4,22,26,0.007625,0.00809375,0.01571875,524.5901639,2718.146718
"Anterior cingulate area, ventral part, 6a",127,85,212,0.116765625,0.127796875,0.2445625,1087.648869,665.1179851
"Anterior cingulate area, ventral part, 6b",17,21,38,0.019953125,0.022234375,0.0421875,851.9968677,944.4834856
"Anterior cingulate area, ventral part, layer 1",74,493,567,0.1363125,0.183625,0.3199375,542.870243,2684.819605
"Anterior cingulate area, ventral part, layer 2/3",459,367,826,0.178265625,0.172828125,0.35109375,2574.809361,2123.496971
"Anterior cingulate area, ventral part, layer 5",327,205,532,0.3284375,0.3535625,0.682,995.623216,579.8126215
"anterior commissure, olfactory limb",605,1472,2077,0.498921875,0.477203125,0.976125,1212.6147,3084.64032
"anterior commissure, temporal limb",79,183,262,0.139140625,0.14078125,0.279921875,567.7709152,1299.889012
Anterior hypothalamic nucleus,178,987,1165,0.341140625,0.318296875,0.6594375,521.7789585,3100.8787
Anterior olfactory nucleus,14425,21358,35783,3.64084375,2.913046875,6.553890625,3961.9937,7331.842197
Anterior pretectal nucleus,1576,1682,3258,0.635640625,0.716765625,1.35240625,2479.388412,2346.652715
