structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,1,0,1,0.014234375,0.014359375,0.02859375,70.25246981,0
Accessory facial motor nucleus,1,0,1,0.00225,0.002171875,0.004421875,444.4444444,0
"Accessory olfactory bulb, glomerular layer",1149,390,1539,0.102078125,0.116796875,0.218875,11256.08449,3339.130435
"Accessory olfactory bulb, granular layer",1525,2316,3841,0.13803125,0.14609375,0.284125,11048.22278,15852.83422
"Accessory olfactory bulb, mitral layer",2655,662,3317,0.1834375,0.200328125,0.383765625,14473.59455,3304.578426
Accessory supraoptic group,0,1,1,0.002984375,0.00321875,0.006203125,0,310.6796117
Accessory trigeminal nucleus,0,0,0,0.00540625,0.005890625,0.011296875,0,0
"Agranular insular area, dorsal part, layer 1",6290,877,7167,0.180125,0.174875,0.355,34920.19431,5015.010722
"Agranular insular area, dorsal part, layer 2/3",20078,6067,26145,0.3856875,0.36609375,0.75178125,52057.68919,16572.25779
"Agranular insular area, dorsal part, layer 5",38026,19293,57319,0.661578125,0.61125,1.272828125,57477.71663,31563.19018
"Agranular insular area, dorsal part, layer 6a",12558,5321,17879,0.394296875,0.34728125,0.741578125,31849.09847,15321.87528
"Agranular insular area, dorsal part, layer 6b",209,74,283,0.025296875,0.02353125,0.048828125,8261.890056,3144.754316
"Agranular insular area, posterior part, layer 1",978,376,1354,0.325265625,0.347703125,0.67296875,3006.77331,1081.382286
"Agranular insular area, posterior part, layer 2/3",19066,12290,31356,0.59553125,0.5934375,1.18896875,32015.11256,20709.84729
"Agranular insular area, posterior part, layer 5",18299,11091,29390,0.53346875,0.4989375,1.03240625,34301.91553,22229.23713
"Agranular insular area, posterior part, layer 6a",5973,1979,7952,0.302171875,0.26809375,0.570265625,19766.89591,7381.746124
"Agranular insular area, posterior part, layer 6b",27,28,55,0.013828125,0.0128125,0.026640625,1952.542373,2185.365854
"Agranular insular area, ventral part, layer 1",1632,206,1838,0.09803125,0.102796875,0.200828125,16647.75263,2003.951968
"Agranular insular area, ventral part, layer 2/3",9006,2460,11466,0.24846875,0.25165625,0.500125,36246.00679,9775.239041
"Agranular insular area, ventral part, layer 5",15870,5293,21163,0.313046875,0.308796875,0.62184375,50695.28325,17140.7175
"Agranular insular area, ventral part, layer 6a",2846,1189,4035,0.082453125,0.079484375,0.1619375,34516.58139,14958.91488
"Agranular insular area, ventral part, layer 6b",1,9,10,0.00159375,0.00134375,0.0029375,627.4509804,6697.674419
alveus,3617,3094,6711,0.852921875,0.84546875,1.698390625,4240.716654,3659.508409
amygdalar capsule,287,414,701,0.11115625,0.107359375,0.218515625,2581.951082,3856.207248
Anterior amygdalar area,52,7,59,0.2560625,0.26890625,0.52496875,203.075421,26.03137711
"Anterior area, layer 1",183,107,290,0.128703125,0.12675,0.255453125,1421.876897,844.1814596
"Anterior area, layer 2/3",4675,6384,11059,0.22378125,0.228109375,0.451890625,20890.93702,27986.57442
"Anterior area, layer 4",2137,3254,5391,0.081140625,0.082734375,0.163875,26336.9921,39330.68933
"Anterior area, layer 5",2764,5719,8483,0.184921875,0.192390625,0.3773125,14946.85256,29725.98067
"Anterior area, layer 6a",937,1772,2709,0.116890625,0.122765625,0.23965625,8016.040636,14434.00789
"Anterior area, layer 6b",131,223,354,0.021,0.022515625,0.043515625,6238.095238,9904.233171
"Anterior cingulate area, dorsal part, layer 1",2848,1510,4358,0.18265625,0.2391875,0.42184375,15592.13003,6313.038934
"Anterior cingulate area, dorsal part, layer 2/3",6953,5906,12859,0.219015625,0.221875,0.440890625,31746.59342,26618.59155
"Anterior cingulate area, dorsal part, layer 5",12743,4477,17220,0.448546875,0.4749375,0.923484375,28409.51684,9426.503487
"Anterior cingulate area, dorsal part, layer 6a",3242,921,4163,0.307828125,0.35371875,0.661546875,10531.85118,2603.763583
"Anterior cingulate area, dorsal part, layer 6b",10,8,18,0.012359375,0.014515625,0.026875,809.102402,551.1302476
"Anterior cingulate area, ventral part, 6a",219,28,247,0.178828125,0.201484375,0.3803125,1224.639581,138.9685925
"Anterior cingulate area, ventral part, 6b",19,2,21,0.030546875,0.034953125,0.0655,621.9948849,57.21949039
"Anterior cingulate area, ventral part, layer 1",174,211,385,0.193265625,0.260953125,0.45421875,900.3153044,808.5743369
"Anterior cingulate area, ventral part, layer 2/3",934,515,1449,0.252421875,0.24746875,0.499890625,3700.154751,2081.070842
"Anterior cingulate area, ventral part, layer 5",741,83,824,0.477078125,0.523890625,1.00096875,1553.204729,158.4300158
"anterior commissure, olfactory limb",1089,1285,2374,0.363546875,0.374640625,0.7381875,2995.487171,3429.953706
"anterior commissure, temporal limb",9,3,12,0.115171875,0.12421875,0.239390625,78.14407814,24.1509434
Anterior hypothalamic nucleus,150,128,278,0.35790625,0.356578125,0.714484375,419.1041648,358.9676175
Anterior olfactory nucleus,25467,10359,35826,2.235796875,2.26225,4.498046875,11390.56964,4579.06951
Anterior pretectal nucleus,197,40,237,0.937953125,0.979734375,1.9176875,210.031818,40.82739263
Anterior tegmental nucleus,3,0,3,0.023078125,0.023015625,0.04609375,129.9932295,0
Anterodorsal nucleus,17,11,28,0.0973125,0.1126875,0.21,174.6949261,97.61508597
Anterodorsal preoptic nucleus,156,56,212,0.05646875,0.05825,0.11471875,2762.589928,961.3733906
"Anterolateral visual area, layer 1",573,199,772,0.075375,0.070265625,0.145640625,7601.99005,2832.110296
"Anterolateral visual area, layer 2/3",9462,5578,15040,0.12221875,0.11615625,0.238375,77418.56303,48021.52273
"Anterolateral visual area, layer 4",5130,4021,9151,0.06190625,0.059125,0.12103125,82867.23877,68008.45666
"Anterolateral visual area, layer 5",7331,5355,12686,0.117875,0.1151875,0.2330625,62193.00106,46489.41942
"Anterolateral visual area, layer 6a",3180,2345,5525,0.06390625,0.06359375,0.1275,49760.3912,36874.69287
"Anterolateral visual area, layer 6b",936,456,1392,0.01240625,0.012734375,0.025140625,75445.84383,35808.58896
"Anteromedial nucleus, dorsal part",2,0,2,0.142421875,0.159578125,0.302,14.04278662,0
"Anteromedial nucleus, ventral part",12,0,12,0.093546875,0.107796875,0.20134375,128.2779355,0
"Anteromedial visual area, layer 1",54,627,681,0.078,0.07546875,0.15346875,692.3076923,8308.074534
"Anteromedial visual area, layer 2/3",2184,3811,5995,0.117375,0.116875,0.23425,18607.02875,32607.48663
"Anteromedial visual area, layer 4",815,1410,2225,0.03384375,0.033765625,0.067609375,24081.25577,41758.44516
"Anteromedial visual area, layer 5",2808,4057,6865,0.12909375,0.129796875,0.258890625,21751.63399,31256.53064
"Anteromedial visual area, layer 6a",1077,1578,2655,0.07840625,0.07878125,0.1571875,13736.14986,20030.14677
"Anteromedial visual area, layer 6b",191,151,342,0.014359375,0.014640625,0.029,13301.41458,10313.76734
Anteroventral nucleus of thalamus,10,17,27,0.243828125,0.29296875,0.536796875,41.01249599,58.02666667
Anteroventral periventricular nucleus,114,55,169,0.093328125,0.09528125,0.188609375,1221.496735,577.2384388
Anteroventral preoptic nucleus,61,68,129,0.047234375,0.046328125,0.0935625,1291.432352,1467.790894
arbor vitae,37796,15171,52967,3.591796875,3.64196875,7.233765625,10522.86678,4165.604112
Arcuate hypothalamic nucleus,87,846,933,0.146203125,0.149125,0.295328125,595.06252,5673.093043
Area postrema,15,8,23,0.023609375,0.031046875,0.05465625,635.3408339,257.6748868
Area prostriata,369,539,908,0.25909375,0.236546875,0.495640625,1424.19491,2278.618139
auditory radiation,1253,674,1927,0.250984375,0.253703125,0.5046875,4992.342651,2656.648396
Barrington's nucleus,4,0,4,0.00703125,0.008,0.01503125,568.8888889,0
"Basolateral amygdalar nucleus, anterior part",469,1074,1543,0.465921875,0.45596875,0.921890625,1006.606526,2355.424577
"Basolateral amygdalar nucleus, posterior part",4895,3960,8855,0.441484375,0.4324375,0.873921875,11087.59512,9157.392687
"Basolateral amygdalar nucleus, ventral part",1834,4319,6153,0.260859375,0.27009375,0.530953125,7030.607966,15990.74395
"Basomedial amygdalar nucleus, anterior part",3438,805,4243,0.41828125,0.452890625,0.871171875,8219.350019,1777.471106
"Basomedial amygdalar nucleus, posterior part",2797,1112,3909,0.401265625,0.42709375,0.828359375,6970.445076,2603.643814
Bed nuclei of the stria terminalis,92,82,174,0.7334375,0.802890625,1.536328125,125.4367277,102.1309721
Bed nucleus of the accessory olfactory tract,48,0,48,0.01271875,0.01334375,0.0260625,3773.955774,0
Bed nucleus of the anterior commissure,0,0,0,0.00425,0.00428125,0.00853125,0,0
brachium of the inferior colliculus,22,23,45,0.170453125,0.163640625,0.33409375,129.0677422,140.5518953
brachium of the superior colliculus,39,57,96,0.142703125,0.14409375,0.286796875,273.2946458,395.575797
Caudoputamen,6707,3270,9977,15.23454688,15.32378125,30.55832813,440.2493921,213.3938058
"Central amygdalar nucleus, capsular part",12,11,23,0.177734375,0.17740625,0.355140625,67.51648352,62.00457988
"Central amygdalar nucleus, lateral part",24,8,32,0.143765625,0.1465625,0.290328125,166.9383763,54.58422175
"Central amygdalar nucleus, medial part",140,11,151,0.39021875,0.416,0.80621875,358.773124,26.44230769
"central canal, spinal cord/medulla",0,0,0,0,0,0,0,0
Central lateral nucleus of the thalamus,17,7,24,0.271625,0.312078125,0.583703125,62.58628624,22.43028088
Central linear nucleus raphe,0,0,0,0.043984375,0.053859375,0.09784375,0,0
Central medial nucleus of the thalamus,1,0,1,0.16471875,0.196125,0.36084375,6.070954278,0
cerebal peduncle,770,252,1022,0.425328125,0.4065,0.831828125,1810.366996,619.9261993
cerebellar commissure,8,2,10,0.031953125,0.03525,0.067203125,250.3667482,56.73758865
Cerebellum,10332,230,10562,0.3794375,0.40203125,0.78146875,27229.78093,572.0948309
cerebral aqueduct,57,60,117,0.239,0.30253125,0.54153125,238.4937238,198.3266192
choroid plexus,5470,339,5809,0.759015625,0.852125,1.611140625,7206.702761,397.828957
cingulum bundle,7402,2972,10374,0.7379375,0.822546875,1.560484375,10030.65978,3613.167943
Claustrum,6614,2637,9251,0.30734375,0.28140625,0.58875,21519.87799,9370.794003
columns of the fornix,234,75,309,0.148171875,0.15409375,0.302265625,1579.247074,486.7166903
commissural branch of stria terminalis,34,0,34,0.0180625,0.018875,0.0369375,1882.352941,0
Copula pyramidis,17341,8742,26083,1.327796875,1.406921875,2.73471875,13059.97952,6213.56463
"corpus callosum, anterior forceps",88,86,174,0.499890625,0.6395,1.139390625,176.0385084,134.4800625
"corpus callosum, body",2858,910,3768,1.640859375,1.759328125,3.4001875,1741.770223,517.2429106
"corpus callosum, extreme capsule",1232,605,1837,0.067953125,0.063828125,0.13178125,18130.14486,9478.580171
"corpus callosum, posterior forceps",5059,2042,7101,0.891671875,0.874484375,1.76615625,5673.61172,2335.090321
"corpus callosum, splenium",804,425,1229,0.483265625,0.509765625,0.99303125,1663.681335,833.7164751
"Cortical amygdalar area, anterior part",5486,145,5631,0.413890625,0.451546875,0.8654375,13254.7095,321.1183778
"Cortical amygdalar area, posterior part, lateral zone",6870,2738,9608,0.683140625,0.7261875,1.409328125,10056.49459,3770.376108
"Cortical amygdalar area, posterior part, medial zone",3878,542,4420,0.674796875,0.703578125,1.378375,5746.914581,770.347998
Cortical subplate,2094,1583,3677,0.222578125,0.21928125,0.441859375,9407.932608,7219.039476
corticospinal tract,307,83,390,0.037546875,0.036625,0.074171875,8176.446109,2266.211604
crossed tectospinal pathway,15,15,30,0.2369375,0.23778125,0.47471875,63.30783434,63.08319096
Crus 1,17937,3435,21372,4.686890625,3.646421875,8.3333125,3827.057517,942.0193597
Crus 2,19563,3902,23465,3.75809375,3.07678125,6.834875,5205.564656,1268.208456
cuneate fascicle,159,111,270,0.011703125,0.012078125,0.02378125,13586.11482,9190.168176
Cuneate nucleus,3539,2698,6237,0.166796875,0.193796875,0.36059375,21217.42389,13921.79311
Cuneiform nucleus,74,21,95,0.29753125,0.32671875,0.62425,248.7133704,64.27546628
Declive (VI),26415,12606,39021,2.29728125,2.43959375,4.736875,11498.37444,5167.253769
"Dentate gyrus, granule cell layer",257,171,428,1.063609375,1.0640625,2.127671875,241.6300627,160.7048458
"Dentate gyrus, molecular layer",975,717,1692,2.812796875,2.766734375,5.57953125,346.6300779,259.1502843
"Dentate gyrus, polymorph layer",317,141,458,0.43575,0.428546875,0.864296875,727.481354,329.01885
Dentate nucleus,173,8,181,0.1234375,0.1205625,0.244,1401.518987,66.35562468
Diagonal band nucleus,207,156,363,0.37915625,0.400625,0.77978125,545.9490645,389.3915757
direct tectospinal pathway,0,0,0,1.56E-05,0,1.56E-05,0,0
doral tegmental decussation,0,0,0,0.004328125,0.0045,0.008828125,0,0
dorsal acoustic stria,233,0,233,0.004890625,0.004890625,0.00978125,47642.17252,0
"Dorsal auditory area, layer 1",739,1130,1869,0.14053125,0.142234375,0.282765625,5258.616856,7944.633637
"Dorsal auditory area, layer 2/3",12842,12069,24911,0.2129375,0.22515625,0.43809375,60308.77605,53602.77585
"Dorsal auditory area, layer 4",5396,4032,9428,0.080296875,0.085359375,0.16565625,67200.62269,47235.58484
"Dorsal auditory area, layer 5",9394,7325,16719,0.201921875,0.21175,0.413671875,46522.94359,34592.68005
"Dorsal auditory area, layer 6a",2655,1902,4557,0.106203125,0.11015625,0.216359375,24999.26438,17266.38298
"Dorsal auditory area, layer 6b",693,31,724,0.017375,0.01778125,0.03515625,39884.89209,1743.40949
Dorsal cochlear nucleus,4103,14,4117,0.203765625,0.20384375,0.407609375,20135.87915,68.68005519
dorsal fornix,3,1,4,0.021484375,0.023234375,0.04471875,139.6363636,43.0396772
dorsal hippocampal commissure,878,483,1361,0.703578125,0.688890625,1.39246875,1247.906904,701.1272653
dorsal limb,2265,783,3048,0.095359375,0.105359375,0.20071875,23752.25299,7431.706955
Dorsal motor nucleus of the vagus nerve,14,8,22,0.083890625,0.0896875,0.173578125,166.8839635,89.19860627
Dorsal nucleus raphe,1,0,1,0.069828125,0.109421875,0.17925,14.32087715,0
"Dorsal part of the lateral geniculate complex, core",65,33,98,0.26671875,0.265203125,0.531921875,243.7024019,124.4329229
"Dorsal part of the lateral geniculate complex, ipsilateral zone",5,6,11,0.062390625,0.06303125,0.125421875,80.14024543,95.19087754
"Dorsal part of the lateral geniculate complex, shell",32,22,54,0.135078125,0.1313125,0.266390625,236.8999422,167.539267
Dorsal peduncular area,126,150,276,0.375078125,0.4581875,0.833265625,335.9300146,327.3768926
Dorsal premammillary nucleus,337,228,565,0.077140625,0.074171875,0.1513125,4368.644926,3073.941437
dorsal spinocerebellar tract,289,16,305,0.062859375,0.060140625,0.123,4597.564007,266.0431281
Dorsal tegmental nucleus,1,0,1,0.051859375,0.053078125,0.1049375,19.28291654,0
Dorsal terminal nucleus of the accessory optic tract,0,0,0,0.007546875,0.006921875,0.01446875,0,0
Dorsomedial nucleus of the hypothalamus,339,1057,1396,0.216625,0.213140625,0.429765625,1564.91633,4959.167216
Ectorhinal area/Layer 1,504,480,984,0.191328125,0.236515625,0.42784375,2634.218048,2029.464227
Ectorhinal area/Layer 2/3,10627,10474,21101,0.350546875,0.403953125,0.7545,30315.48919,25928.75102
Ectorhinal area/Layer 5,14541,11297,25838,0.377203125,0.4229375,0.800140625,38549.52156,26710.80242
Ectorhinal area/Layer 6a,7994,3994,11988,0.274,0.286390625,0.560390625,29175.18248,13945.98723
Ectorhinal area/Layer 6b,916,700,1616,0.041625,0.038109375,0.079734375,22006.00601,18368.18368
Edinger-Westphal nucleus,0,0,0,0.014609375,0.023140625,0.03775,0,0
"Endopiriform nucleus, dorsal part",16233,6412,22645,1.08896875,1.03034375,2.1193125,14906.76385,6223.165812
"Endopiriform nucleus, ventral part",11159,12115,23274,0.620765625,0.598484375,1.21925,17976.18868,20242.80083
"Entorhinal area, lateral part, layer 1",3882,2643,6525,0.713390625,0.6059375,1.319328125,5441.619029,4361.835998
"Entorhinal area, lateral part, layer 2",36682,22679,59361,1.142796875,0.95190625,2.094703125,32098.44269,23824.82519
"Entorhinal area, lateral part, layer 3",30676,21221,51897,0.916078125,0.782953125,1.69903125,33486.22695,27103.79373
"Entorhinal area, lateral part, layer 5",31566,22865,54431,0.975140625,0.818984375,1.794125,32370.71576,27918.72556
"Entorhinal area, lateral part, layer 6a",20985,12344,33329,0.70525,0.56703125,1.27228125,29755.40588,21769.52328
"Entorhinal area, medial part, dorsal zone, layer 1",3893,1395,5288,0.7220625,0.573046875,1.295109375,5391.500043,2434.355828
"Entorhinal area, medial part, dorsal zone, layer 2",16285,7462,23747,0.76225,0.604171875,1.366421875,21364.38176,12350.79008
"Entorhinal area, medial part, dorsal zone, layer 3",14250,7287,21537,0.59775,0.480984375,1.078734375,23839.39774,15150.18029
"Entorhinal area, medial part, dorsal zone, layer 5",7428,4668,12096,0.5483125,0.45834375,1.00665625,13547.01926,10184.49581
"Entorhinal area, medial part, dorsal zone, layer 6",2129,1607,3736,0.391015625,0.325328125,0.71634375,5444.795205,4939.62826
Ethmoid nucleus of the thalamus,76,3,79,0.1680625,0.1824375,0.3505,452.2127185,16.44398767
external capsule,6046,5194,11240,0.576421875,0.525390625,1.1018125,10488.84552,9885.977695
External cuneate nucleus,3421,889,4310,0.1020625,0.11975,0.2218125,33518.67728,7423.799582
external medullary lamina of the thalamus,3,3,6,0.063109375,0.0681875,0.131296875,47.53651894,43.99633364
Facial motor nucleus,671,31,702,0.33625,0.32890625,0.66515625,1995.539033,94.25178147
facial nerve,53,0,53,0.030546875,0.031859375,0.06240625,1735.038363,0
fasciculus retroflexus,12,9,21,0.139046875,0.142,0.281046875,86.30183167,63.38028169
Fasciola cinerea,2,4,6,0.05528125,0.054921875,0.110203125,36.178632,72.83072546
Fastigial nucleus,1025,258,1283,0.24265625,0.26109375,0.50375,4224.082421,988.1508079
fiber tracts,744,213,957,0.83396875,0.849140625,1.683109375,892.1197587,250.8418438
Field CA1,15190,9146,24336,6.495921875,6.30953125,12.80545313,2338.390192,1449.553008
Field CA2,235,76,311,0.295015625,0.294140625,0.58915625,796.5679784,258.3798141
Field CA3,3592,1483,5075,3.816234375,3.737546875,7.55378125,941.2419802,396.7843213
Fields of Forel,31,6,37,0.132234375,0.13609375,0.268328125,234.4322344,44.08725603
fimbria,208,248,456,0.8930625,0.960359375,1.853421875,232.9064315,258.2366627
Flocculus,754,242,996,0.450546875,0.4285,0.879046875,1673.521762,564.7607935
Folium-tuber vermis (VII),24563,16681,41244,0.635234375,0.66346875,1.298703125,38667.61776,25142.10353
fourth ventricle,1590,212,1802,0.223265625,0.26240625,0.485671875,7121.562041,807.907586
"Frontal pole, layer 1",4195,3232,7427,0.098453125,0.11775,0.216203125,42609.10967,27447.98301
"Frontal pole, layer 2/3",3992,3131,7123,0.0958125,0.117859375,0.213671875,41664.70972,26565.55747
"Frontal pole, layer 5",5667,4595,10262,0.160796875,0.208078125,0.368875,35243.22223,22083.05174
"Frontal pole, layer 6a",973,391,1364,0.054625,0.07496875,0.12959375,17812.35698,5215.506461
"Frontal pole, layer 6b",0,0,0,0.000515625,0.000796875,0.0013125,0,0
Fundus of striatum,86,39,125,0.23328125,0.242171875,0.475453125,368.6537173,161.0426479
genu of corpus callosum,128,138,266,0.427390625,0.518296875,0.9456875,299.491829,266.25667
genu of the facial nerve,0,0,0,0.013078125,0.0140625,0.027140625,0,0
Gigantocellular reticular nucleus,134,54,188,1.108265625,1.1446875,2.252953125,120.909642,47.17444717
"Globus pallidus, external segment",11,13,24,0.872484375,0.93759375,1.810078125,12.60767564,13.86528014
"Globus pallidus, internal segment",101,4,105,0.21209375,0.233890625,0.445984375,476.2045086,17.10201082
Gracile nucleus,126,13,139,0.042359375,0.04384375,0.086203125,2974.548137,296.507484
"Gustatory areas, layer 1",899,752,1651,0.117375,0.1111875,0.2285625,7659.211928,6763.350197
"Gustatory areas, layer 2/3",12848,5999,18847,0.235703125,0.215234375,0.4509375,54509.2476,27871.94192
"Gustatory areas, layer 4",5830,3053,8883,0.08846875,0.078765625,0.167234375,65898.97563,38760.56338
"Gustatory areas, layer 5",16751,9106,25857,0.32275,0.281984375,0.604734375,51900.85205,32292.5694
"Gustatory areas, layer 6a",6408,2408,8816,0.26559375,0.228578125,0.494171875,24127.07377,10534.69137
"Gustatory areas, layer 6b",93,17,110,0.023390625,0.020734375,0.044125,3975.951904,819.8944989
habenular commissure,30,7,37,0.046328125,0.051015625,0.09734375,647.5548061,137.2128637
Hippocampal formation,1637,323,1960,0.30309375,0.262765625,0.565859375,5400.969172,1229.232324
Hippocampo-amygdalar transition area,848,871,1719,0.188625,0.1854375,0.3740625,4495.692512,4697.000337
Hypoglossal nucleus,4,6,10,0.127609375,0.13728125,0.264890625,31.34565936,43.70589574
Hypothalamus,4132,3331,7463,1.455015625,1.508875,2.963890625,2839.832046,2207.605004
Induseum griseum,1,8,9,0.059359375,0.0780625,0.137421875,16.84653856,102.4819856
inferior cerebellar peduncle,8777,21,8798,0.250125,0.248328125,0.498453125,35090.45477,84.565532
inferior colliculus commissure,0,0,0,0.016328125,0.016890625,0.03321875,0,0
