structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,0,4,4,0.013109375,0.01259375,0.025703125,0,317.617866
Accessory facial motor nucleus,0,0,0,0.0025,0.002015625,0.004515625,0,0
"Accessory olfactory bulb, glomerular layer",158,271,429,0.072671875,0.077546875,0.15021875,2174.156095,3494.660488
"Accessory olfactory bulb, granular layer",591,952,1543,0.089234375,0.09890625,0.188140625,6623.00823,9625.276461
"Accessory olfactory bulb, mitral layer",306,601,907,0.122046875,0.132453125,0.2545,2507.233389,4537.454288
Accessory supraoptic group,1,0,1,0.00315625,0.00290625,0.0060625,316.8316832,0
Accessory trigeminal nucleus,2,2,4,0.00565625,0.004984375,0.010640625,353.5911602,401.2539185
"Agranular insular area, dorsal part, layer 1",253,600,853,0.235421875,0.235,0.470421875,1074.66649,2553.191489
"Agranular insular area, dorsal part, layer 2/3",1477,1721,3198,0.489578125,0.489109375,0.9786875,3016.883158,3518.640386
"Agranular insular area, dorsal part, layer 5",2827,2788,5615,0.85465625,0.853890625,1.708546875,3307.762624,3265.05517
"Agranular insular area, dorsal part, layer 6a",1323,682,2005,0.47815625,0.4733125,0.95146875,2766.877982,1440.908491
"Agranular insular area, dorsal part, layer 6b",12,5,17,0.029609375,0.0313125,0.060921875,405.2770449,159.6806387
"Agranular insular area, posterior part, layer 1",29,76,105,0.230296875,0.261234375,0.49153125,125.9244182,290.9264908
"Agranular insular area, posterior part, layer 2/3",1512,2792,4304,0.428796875,0.451375,0.880171875,3526.145101,6185.544171
"Agranular insular area, posterior part, layer 5",1599,2616,4215,0.403140625,0.38728125,0.790421875,3966.357893,6754.780925
"Agranular insular area, posterior part, layer 6a",1481,1551,3032,0.23478125,0.215890625,0.450671875,6307.999468,7184.193385
"Agranular insular area, posterior part, layer 6b",12,29,41,0.011234375,0.009953125,0.0211875,1068.150209,2913.657771
"Agranular insular area, ventral part, layer 1",146,213,359,0.13428125,0.13625,0.27053125,1087.270189,1563.302752
"Agranular insular area, ventral part, layer 2/3",931,1116,2047,0.32771875,0.331296875,0.659015625,2840.850577,3368.579918
"Agranular insular area, ventral part, layer 5",1705,2233,3938,0.42003125,0.426,0.84603125,4059.221784,5241.784038
"Agranular insular area, ventral part, layer 6a",459,647,1106,0.098359375,0.103109375,0.20146875,4666.560763,6274.890135
"Agranular insular area, ventral part, layer 6b",1,1,2,0.001765625,0.0019375,0.003703125,566.3716814,516.1290323
alveus,1983,2738,4721,0.773828125,0.75740625,1.531234375,2562.584553,3614.968849
amygdalar capsule,108,154,262,0.082046875,0.082125,0.164171875,1316.320701,1875.190259
Anterior amygdalar area,49,166,215,0.259921875,0.270546875,0.53046875,188.5181846,613.5720474
"Anterior area, layer 1",1016,1082,2098,0.14503125,0.13534375,0.280375,7005.38677,7994.458555
"Anterior area, layer 2/3",2519,3487,6006,0.261140625,0.243296875,0.5044375,9646.14372,14332.28437
"Anterior area, layer 4",345,580,925,0.095640625,0.086765625,0.18240625,3607.253717,6684.67495
"Anterior area, layer 5",588,1249,1837,0.2206875,0.203234375,0.423921875,2664.40102,6145.6139
"Anterior area, layer 6a",326,659,985,0.1386875,0.12659375,0.26528125,2350.608382,5205.62824
"Anterior area, layer 6b",1,12,13,0.024640625,0.022359375,0.047,40.58338618,536.687631
"Anterior cingulate area, dorsal part, layer 1",218,89,307,0.306703125,0.386640625,0.69334375,710.7850629,230.1879168
"Anterior cingulate area, dorsal part, layer 2/3",1265,1192,2457,0.367671875,0.35078125,0.718453125,3440.567762,3398.129176
"Anterior cingulate area, dorsal part, layer 5",746,1423,2169,0.743796875,0.695359375,1.43915625,1002.961998,2046.423837
"Anterior cingulate area, dorsal part, layer 6a",330,427,757,0.437640625,0.40565625,0.843296875,754.0433432,1052.615361
"Anterior cingulate area, dorsal part, layer 6b",3,2,5,0.015109375,0.014265625,0.029375,198.5522234,140.1971522
"Anterior cingulate area, ventral part, 6a",120,127,247,0.21628125,0.20425,0.42053125,554.8331166,621.7870257
"Anterior cingulate area, ventral part, 6b",5,10,15,0.03471875,0.034484375,0.069203125,144.0144014,289.9864069
"Anterior cingulate area, ventral part, layer 1",18,19,37,0.23915625,0.318828125,0.557984375,75.26460212,59.59323695
"Anterior cingulate area, ventral part, layer 2/3",289,167,456,0.3123125,0.286734375,0.599046875,925.3552131,582.4205765
"Anterior cingulate area, ventral part, layer 5",310,488,798,0.59221875,0.57503125,1.16725,523.4552266,848.6495299
"anterior commissure, olfactory limb",1002,880,1882,0.362515625,0.42371875,0.786234375,2764.018792,2076.849325
"anterior commissure, temporal limb",90,81,171,0.118296875,0.120375,0.238671875,760.797781,672.8971963
Anterior hypothalamic nucleus,281,167,448,0.388734375,0.373578125,0.7623125,722.8586358,447.0283157
Anterior olfactory nucleus,8708,9391,18099,2.206890625,2.479234375,4.686125,3945.823097,3787.862937
Anterior pretectal nucleus,41,742,783,0.790484375,0.747203125,1.5376875,51.86693285,993.0365321
Anterior tegmental nucleus,0,5,5,0.01909375,0.0189375,0.03803125,0,264.0264026
