structure_name,cell_density
GRN,158.7264536308676
ISN,0.0
PPY,720.7684663795959
AMB,273.4069063723745
IRN,264.0796270631221
PHY,191.50611580660402
LIN,489.9521531100479
LRN,151.24378109452735
MARN,174.15481084918218
ICB,274.6781115879828
MDRN,1598.256409587137
ACVII,415.5844155844156
VI,31.71456888007929
VII,339.8349192997213
VNC,985.0493270502085
x,836.5019011406844
XII,81.54864003920608
y,697.3365617433415
IO,251.93149437443086
DMX,77.70526635301259
PARN,387.60181952819215
PAS,1888.2431828341528
PGRN,403.227589256107
RM,111.76786673831273
RO,463.768115942029
RPA,406.44136992515314
AP,190.52344331431408
SPVC,3287.7862806309913
SPVI,1298.627051842869
SPVO,171.77639672167814
Pa5,2378.836923763813
CN,516.8517167255014
NTB,5214.716275202661
NTS,555.1672491263105
DCN,2726.2083370105606
ECU,13889.710592208701
PRNr,366.66569232118326
LC,0.0
LDT,14.82081861865339
RPO,0.0
SLC,128.19228843264898
SLD,18.69158878504673
NI,26.00568874441284
CS,129.4352935889081
SOC,2972.5250763192325
NLL,795.5192497348394
PSV,362.79164901310503
PB,122.39740451932381
PRNc,335.7330901234808
B,53.78151260504202
SG,105.87262200165425
SUT,114.41573216317244
P5,289.8068570372424
Acs5,485.90021691973965
PC5,923.1462700022537
I5,482.9320876751707
TRN,715.9839744291438
PDTg,37.17688062735986
V,161.70613678215065
DTN,15.790772267456205
PCG,296.2607631976591
PG,539.1998696325267
ME,214.31561322729175
PS,134.22550684110655
PVp,889.0665600639616
PVpo,379.8219584569733
AVP,594.8778799564917
AVPV,649.3283795370106
SCH,1378.4870896587518
SFO,1281.8759159745969
SBPV,925.187847108788
MEPO,406.25
MPO,364.1930116472546
VMPO,401.69635284139105
VLPO,618.4382345259859
ADP,192.84603421461898
OV,1712.5867195242815
DMH,478.630762667202
PD,334.20365535248044
PVi,55.920901356633706
ARH,372.85106687158225
PVa,251.2042818911686
ASO,1406.5934065934066
PVH,200.8654714917495
SO,1209.510262141841
RCH,894.8833756109633
LHA,460.066513174725
LPO,183.60293101064565
PST,171.58176943699732
PSTN,301.7402759481384
STN,308.3083083083083
PeF,435.68820161399395
TU,372.28641106624553
ZI,209.0016268000241
FF,39.15228315490496
PMv,1720.6841392887902
VMHDM,59.7237775289287
VMHC,127.52436857127469
VMHVL,247.74744710672095
MBO,410.9087865708581
MPN,391.4505608594579
PVHd,288.50164838861605
VMH,110.45591830864375
AHN,531.4575212362075
PH,468.9075630252101
PMd,332.2481302243731
GENv,2344.0018229652187
LAT,234.08252323328833
ATN,117.72264418295589
RT,143.6824343648115
MED,43.40852472443095
ILM,65.32622608188461
MTN,165.64073866815895
EPI,104.44913126443707
GENd,493.6576332751683
PP,316.16948508455255
SPF,197.05168874790073
SPA,19.268982958993195
VENT,370.06587891250444
PPT,382.8623518687329
APN,671.8812509484197
MPT,63.25152363696262
RPF,49.586776859504134
NOT,590.2538324124465
NPC,107.81950600005185
OP,326.5744595138982
IV,100.62893081761005
MRN,331.2940574528172
RN,317.84983932223196
AT,131.95876288659792
RR,414.06316506342046
SCig,619.3103855913062
SCiw,1054.5892427080546
SCdg,373.50083996786213
SCdw,276.5115256254366
III,20.678513731825525
SNr,120.18730489073882
MA3,38.208955223880594
MT,161.57082748948108
Pa4,90.52333804809052
PN,0.0
CUN,319.91517400689213
LT,432.16697360343767
VTA,360.8449362062576
DT,456.3279857397504
VTN,482.85322359396434
PRC,33.586985043295726
ND,6.102212051868802
Su3,0.0
INC,100.31347962382445
EW,0.0
SAG,468.3598794662075
SCzo,749.7055967605314
SCsg,406.17399564775076
SCop,598.9555371174777
ICc,921.3006941907198
ICd,974.2205677059098
ICe,620.3759682216371
MEV,0.0
NB,1261.0837438423646
SCO,460.17699115044246
PBG,272.0831365139348
PPN,90.27283351916283
IPN,17.82543606169272
IF,16.701461377870565
RL,0.0
CLI,9.021708486044544
DR,24.42934575158409
SNc,63.299746553749145
VeCB,1356.1767357980164
DN,673.6842105263157
IP,837.0330432103519
FN,348.40735301564797
SIM,1269.200195244404
ANcr1,1789.4890229155274
ANcr2,1736.997771389531
PRM,1222.9242857241868
COPY,2179.789664500395
PFL,542.8041346408694
FL,1371.4878533759834
LING,160.33111861453003
CENT2,791.0232621108713
CENT3,454.92603560954876
"CUL4, 5",1399.4110644696448
DEC,1231.645446302111
FOTU,488.1079326811628
PYR,484.5616940731101
UVU,1378.2667545899421
NOD,334.40492179714914
LS,285.7400385777895
SF,146.21180502163742
SH,0.0
IA,821.257793111797
MeAV,2620.3827325322654
MeA,1116.3109625439274
MeAPD,650.1204314587915
MeAPV,1163.5210779214347
AAA,474.7834517060423
BA,2102.086107412339
MeAD,1191.8566469650061
CEA,349.9011432992349
CP,378.09918657251586
ACB,1270.5257374730165
OT,976.5563368653897
FS,333.91563599096264
BAC,169.31216931216932
BST,132.2939639423252
GPe,92.71864891146878
GPi,764.6700400031791
TRS,219.59005877614342
MSC,309.487411474745
MA,640.3508771929825
SI,797.1763153554347
HIP,977.4966134090745
RHP,2441.8492013051296
GU,919.6613631282216
FRP,949.6579928341356
PTLp,1878.6651569892272
AUD,1792.8711094558105
RSP,2811.898388332188
ACA,744.8788544356828
ILA,744.9774838398777
SS,914.5635998755679
MO,786.6602696536801
TEa,3786.1820227195853
VIS,2718.3345623966125
VISC,1311.1476677184182
ORB,1180.7773500558799
ECT,2739.4684505514374
PERI,2084.893745538411
AI,1555.230331918883
PL,732.3125219162756
AOB,1062.8494743905167
AON,2791.128518363097
MOB,3395.988486874692
TR,3466.366949354586
TT,1524.9493172661757
NLOT,726.1805439679626
COA,1813.3393906698088
PAA,1822.6164459870593
DP,405.78682556347917
PIR,2139.679647560877
LA,677.6255955693712
BLAa,1290.2737111975412
BLAp,2887.580025608195
BLAv,1760.9714856659748
BMAa,625.8968226853433
BMAp,1748.3443708609273
CLA,1533.634088875089
PA,2811.0111860911334
EPd,1653.4232206206466
EPv,2018.3465934868489
