structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,0,0,0,0.01390625,0.013578125,0.027484375,0,0
Accessory facial motor nucleus,0,0,0,0.002453125,0.003109375,0.0055625,0,0
"Accessory olfactory bulb, glomerular layer",0,3,3,0.154375,0.103609375,0.257984375,0,28.95490876
"Accessory olfactory bulb, granular layer",0,72,72,0.204125,0.14071875,0.34484375,0,511.6588941
"Accessory olfactory bulb, mitral layer",0,7,7,0.272828125,0.184796875,0.457625,0,37.87942843
Accessory supraoptic group,0,0,0,0.004390625,0.003890625,0.00828125,0,0
Accessory trigeminal nucleus,0,0,0,0.005984375,0.007078125,0.0130625,0,0
"Agranular insular area, dorsal part, layer 1",14,15,29,0.207578125,0.257171875,0.46475,67.44448626,58.32675132
"Agranular insular area, dorsal part, layer 2/3",254,57,311,0.430421875,0.538546875,0.96896875,590.1187062,105.840369
"Agranular insular area, dorsal part, layer 5",425,128,553,0.744625,0.8881875,1.6328125,570.7570925,144.1137147
"Agranular insular area, dorsal part, layer 6a",106,128,234,0.4719375,0.512046875,0.983984375,224.6060124,249.9771139
"Agranular insular area, dorsal part, layer 6b",0,1,1,0.02990625,0.0335,0.06340625,0,29.85074627
"Agranular insular area, posterior part, layer 1",88,80,168,0.35559375,0.43553125,0.791125,247.4734159,183.6837196
"Agranular insular area, posterior part, layer 2/3",1579,481,2060,0.663,0.772890625,1.435890625,2381.598793,622.3390276
"Agranular insular area, posterior part, layer 5",1268,631,1899,0.602359375,0.63778125,1.240140625,2105.055641,989.3674359
"Agranular insular area, posterior part, layer 6a",427,164,591,0.339265625,0.324296875,0.6635625,1258.600838,505.7094676
"Agranular insular area, posterior part, layer 6b",3,0,3,0.015046875,0.013890625,0.0289375,199.376947,0
"Agranular insular area, ventral part, layer 1",29,5,34,0.106515625,0.13325,0.239765625,272.2605252,37.52345216
"Agranular insular area, ventral part, layer 2/3",155,110,265,0.264234375,0.33321875,0.597453125,586.6004376,330.1134765
"Agranular insular area, ventral part, layer 5",140,104,244,0.335546875,0.404140625,0.7396875,417.2293364,257.3361686
"Agranular insular area, ventral part, layer 6a",92,95,187,0.089859375,0.10725,0.197109375,1023.821944,885.7808858
"Agranular insular area, ventral part, layer 6b",0,0,0,0.00190625,0.00175,0.00365625,0,0
alveus,600,945,1545,0.9601875,0.919953125,1.880140625,624.8779535,1027.226251
amygdalar capsule,20,27,47,0.123984375,0.11540625,0.239390625,161.310649,233.9561332
Anterior amygdalar area,9,168,177,0.38840625,0.343859375,0.732265625,23.17161477,488.5718181
"Anterior area, layer 1",37,74,111,0.17675,0.172171875,0.348921875,209.3352192,429.8030674
"Anterior area, layer 2/3",252,1347,1599,0.310671875,0.301796875,0.61246875,811.1451994,4463.266891
"Anterior area, layer 4",9,267,276,0.111515625,0.106515625,0.21803125,80.70617907,2506.67449
"Anterior area, layer 5",15,271,286,0.253609375,0.24378125,0.497390625,59.14607849,1111.652352
"Anterior area, layer 6a",37,239,276,0.157109375,0.150625,0.307734375,235.504724,1586.721992
"Anterior area, layer 6b",6,46,52,0.02790625,0.026765625,0.054671875,215.0055991,1718.6223
"Anterior cingulate area, dorsal part, layer 1",66,313,379,0.23490625,0.306484375,0.541390625,280.9631502,1021.25924
