structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,5,84,89,0.008765625,0.008796875,0.0175625,570.4099822,9548.845471
Accessory facial motor nucleus,0,20,20,0.00159375,0.0015625,0.00315625,0,12800
"Accessory olfactory bulb, glomerular layer",22,1114,1136,0.09521875,0.09246875,0.1876875,231.0469314,12047.31328
"Accessory olfactory bulb, granular layer",18,752,770,0.123390625,0.111375,0.234765625,145.8781816,6751.964085
"Accessory olfactory bulb, mitral layer",22,1282,1304,0.16946875,0.157375,0.32684375,129.8174442,8146.147736
Accessory supraoptic group,20,47,67,0.004140625,0.00365625,0.007796875,4830.188679,12854.70085
Accessory trigeminal nucleus,1,125,126,0.00359375,0.003984375,0.007578125,278.2608696,31372.54902
"Agranular insular area, dorsal part, layer 1",340,766,1106,0.094546875,0.091296875,0.18584375,3596.099818,8390.210508
"Agranular insular area, dorsal part, layer 2/3",483,1408,1891,0.198578125,0.188203125,0.38678125,2432.292076,7481.278539
"Agranular insular area, dorsal part, layer 5",802,2715,3517,0.363328125,0.335140625,0.69846875,2207.371092,8101.076973
"Agranular insular area, dorsal part, layer 6a",349,1927,2276,0.2280625,0.208515625,0.436578125,1530.282269,9241.513676
"Agranular insular area, dorsal part, layer 6b",31,82,113,0.015015625,0.014109375,0.029125,2064.516129,5811.738649
"Agranular insular area, posterior part, layer 1",1092,32,1124,0.176625,0.133015625,0.309640625,6182.590234,240.5732409
"Agranular insular area, posterior part, layer 2/3",1604,813,2417,0.343140625,0.2479375,0.591078125,4674.468376,3279.05218
"Agranular insular area, posterior part, layer 5",1932,1188,3120,0.329125,0.2321875,0.5613125,5870.110141,5116.554509
"Agranular insular area, posterior part, layer 6a",1063,975,2038,0.190671875,0.1353125,0.325984375,5575.022535,7205.542725
"Agranular insular area, posterior part, layer 6b",14,47,61,0.0096875,0.00728125,0.01696875,1445.16129,6454.935622
"Agranular insular area, ventral part, layer 1",198,336,534,0.05346875,0.046125,0.09959375,3703.097604,7284.552846
"Agranular insular area, ventral part, layer 2/3",607,1005,1612,0.134953125,0.11203125,0.246984375,4497.858053,8970.711297
"Agranular insular area, ventral part, layer 5",698,2209,2907,0.18603125,0.153125,0.33915625,3752.057786,14426.12245
"Agranular insular area, ventral part, layer 6a",136,378,514,0.048109375,0.037453125,0.0855625,2826.891848,10092.61577
"Agranular insular area, ventral part, layer 6b",0,6,6,0.001203125,0.0009375,0.002140625,0,6400
alveus,419,2540,2959,0.487453125,0.5486875,1.036140625,859.5698304,4629.228842
amygdalar capsule,171,302,473,0.0915625,0.064796875,0.156359375,1867.576792,4660.718592
Anterior amygdalar area,24,1884,1908,0.22434375,0.150390625,0.374734375,106.9786878,12527.37662
"Anterior area, layer 1",20,2146,2166,0.05896875,0.081390625,0.140359375,339.1626921,26366.67307
"Anterior area, layer 2/3",59,4507,4566,0.10328125,0.1415625,0.24484375,571.2556732,31837.52759
"Anterior area, layer 4",9,1338,1347,0.037375,0.050390625,0.087765625,240.8026756,26552.55814
"Anterior area, layer 5",12,2836,2848,0.0859375,0.1151875,0.201125,139.6363636,24620.72708
"Anterior area, layer 6a",13,1591,1604,0.054453125,0.07215625,0.126609375,238.7374462,22049.37202
"Anterior area, layer 6b",5,238,243,0.010359375,0.013296875,0.02365625,482.6546003,17898.94242
"Anterior cingulate area, dorsal part, layer 1",156,76,232,0.146953125,0.19184375,0.338796875,1061.562998,396.1557257
"Anterior cingulate area, dorsal part, layer 2/3",127,236,363,0.172296875,0.182640625,0.3549375,737.0998458,1292.155018
"Anterior cingulate area, dorsal part, layer 5",546,1761,2307,0.342421875,0.403859375,0.74628125,1594.524298,4360.428676
"Anterior cingulate area, dorsal part, layer 6a",262,2074,2336,0.208328125,0.269203125,0.47753125,1257.631441,7704.21963
"Anterior cingulate area, dorsal part, layer 6b",9,46,55,0.007265625,0.009125,0.016390625,1238.709677,5041.09589
"Anterior cingulate area, ventral part, 6a",116,525,641,0.125296875,0.161171875,0.28646875,925.8012221,3257.392147
"Anterior cingulate area, ventral part, 6b",11,81,92,0.02090625,0.02628125,0.0471875,526.1584454,3082.045184
"Anterior cingulate area, ventral part, layer 1",152,102,254,0.161484375,0.218578125,0.3800625,941.2675375,466.6523697
"Anterior cingulate area, ventral part, layer 2/3",104,93,197,0.20609375,0.210453125,0.416546875,504.6247157,441.9036306
"Anterior cingulate area, ventral part, layer 5",255,838,1093,0.378859375,0.447953125,0.8268125,673.0729575,1870.731452
"anterior commissure, olfactory limb",184,2384,2568,0.369984375,0.306515625,0.6765,497.3182989,7777.743794
"anterior commissure, temporal limb",16,781,797,0.12909375,0.09853125,0.227625,123.9409344,7926.419283
Anterior hypothalamic nucleus,868,2953,3821,0.465359375,0.391296875,0.85665625,1865.225128,7546.699677
Anterior olfactory nucleus,3483,26721,30204,2.631890625,1.854515625,4.48640625,1323.383262,14408.61411
Anterior pretectal nucleus,423,3326,3749,0.43934375,0.63665625,1.076,962.7996301,5224.169244
Anterior tegmental nucleus,8,119,127,0.01396875,0.0143125,0.02828125,572.7069351,8314.41048
Anterodorsal nucleus,10,55,65,0.06396875,0.07659375,0.1405625,156.3263312,718.0742554
Anterodorsal preoptic nucleus,150,198,348,0.099484375,0.08040625,0.179890625,1507.774462,2462.495142
"Anterolateral visual area, layer 1",313,259,572,0.042703125,0.050546875,0.09325,7329.674351,5123.956723
"Anterolateral visual area, layer 2/3",403,601,1004,0.070984375,0.083640625,0.154625,5677.305745,7185.503456
"Anterolateral visual area, layer 4",95,363,458,0.0371875,0.04259375,0.07978125,2554.621849,8522.377109
"Anterolateral visual area, layer 5",280,764,1044,0.07059375,0.083765625,0.154359375,3966.356795,9120.686439
"Anterolateral visual area, layer 6a",144,441,585,0.03784375,0.04609375,0.0839375,3805.119736,9567.457627
"Anterolateral visual area, layer 6b",22,72,94,0.00753125,0.00925,0.01678125,2921.161826,7783.783784
"Anteromedial nucleus, dorsal part",6,787,793,0.13359375,0.155125,0.28871875,44.9122807,5073.327961
"Anteromedial nucleus, ventral part",10,699,709,0.087203125,0.09575,0.182953125,114.6747895,7300.261097
"Anteromedial visual area, layer 1",3,1739,1742,0.038796875,0.05446875,0.093265625,77.32581555,31926.5634
"Anteromedial visual area, layer 2/3",10,2895,2905,0.057859375,0.081421875,0.13928125,172.8328382,35555.55556
"Anteromedial visual area, layer 4",0,588,588,0.016828125,0.02340625,0.040234375,0,25121.49533
"Anteromedial visual area, layer 5",8,1928,1936,0.062453125,0.085296875,0.14775,128.0960721,22603.40722
"Anteromedial visual area, layer 6a",8,851,859,0.0384375,0.05009375,0.08853125,208.1300813,16988.14722
"Anteromedial visual area, layer 6b",0,107,107,0.006765625,0.008984375,0.01575,0,11909.56522
Anteroventral nucleus of thalamus,16,729,745,0.163546875,0.188125,0.351671875,97.83127926,3875.083056
Anteroventral periventricular nucleus,200,163,363,0.10890625,0.101859375,0.210765625,1836.441894,1600.245436
Anteroventral preoptic nucleus,129,262,391,0.06209375,0.045296875,0.107390625,2077.503775,5784.06347
arbor vitae,4820,17087,21907,2.34928125,2.076,4.42528125,2051.691342,8230.732177
Arcuate hypothalamic nucleus,217,342,559,0.149890625,0.14371875,0.293609375,1447.722298,2379.64775
Area postrema,2,2,4,0.0123125,0.016015625,0.028328125,162.4365482,124.8780488
Area prostriata,3,987,990,0.143125,0.2115,0.354625,20.96069869,4666.666667
auditory radiation,212,751,963,0.138234375,0.150390625,0.288625,1533.627218,4993.662338
Barrington's nucleus,1,2,3,0.004546875,0.004703125,0.00925,219.9312715,425.2491694
"Basolateral amygdalar nucleus, anterior part",151,1907,2058,0.418,0.28915625,0.70715625,361.2440191,6595.050254
"Basolateral amygdalar nucleus, posterior part",443,1716,2159,0.388625,0.317515625,0.706140625,1139.916372,5404.458442
"Basolateral amygdalar nucleus, ventral part",599,3987,4586,0.25821875,0.186328125,0.444546875,2319.738594,21397.73585
"Basomedial amygdalar nucleus, anterior part",265,3724,3989,0.411515625,0.26978125,0.681296875,643.9609675,13803.77621
"Basomedial amygdalar nucleus, posterior part",294,1487,1781,0.342890625,0.30240625,0.645296875,857.4162679,4917.226413
Bed nuclei of the stria terminalis,63,6095,6158,0.87371875,0.71834375,1.5920625,72.10558318,8484.795754
Bed nucleus of the accessory olfactory tract,0,8,8,0.012703125,0.00884375,0.021546875,0,904.5936396
Bed nucleus of the anterior commissure,0,16,16,0.006125,0.005421875,0.011546875,0,2951.008646
brachium of the inferior colliculus,12,585,597,0.1190625,0.18703125,0.30609375,100.7874016,3127.819549
brachium of the superior colliculus,5,122,127,0.06284375,0.091265625,0.154109375,79.56240676,1336.757405
Caudoputamen,12449,68221,80670,9.3931875,8.086890625,17.48007813,1325.322208,8435.998848
"Central amygdalar nucleus, capsular part",61,1318,1379,0.154171875,0.10890625,0.263078125,395.6623087,12102.15208
"Central amygdalar nucleus, lateral part",42,552,594,0.115109375,0.09071875,0.205828125,364.8703679,6084.739924
"Central amygdalar nucleus, medial part",111,1429,1540,0.333875,0.263296875,0.597171875,332.4597529,5427.333689
"central canal, spinal cord/medulla",0,0,0,0,0,0,0,0
Central lateral nucleus of the thalamus,0,481,481,0.1443125,0.18509375,0.32940625,0,2598.6831
Central linear nucleus raphe,14,38,52,0.027234375,0.03353125,0.060765625,514.0562249,1133.271202
Central medial nucleus of the thalamus,1,59,60,0.14084375,0.17521875,0.3160625,7.100066563,336.7219547
cerebal peduncle,102,1343,1445,0.31209375,0.406078125,0.718171875,326.8248723,3307.245373
cerebellar commissure,4,4,8,0.017328125,0.018296875,0.035625,230.8385933,218.616567
Cerebellum,285,685,970,0.305390625,0.2824375,0.587828125,933.2310054,2425.315335
cerebral aqueduct,32,74,106,0.152078125,0.192875,0.344953125,210.418165,383.6681789
choroid plexus,170,718,888,0.45634375,0.50225,0.95859375,372.5261932,1429.566949
cingulum bundle,137,3713,3850,0.399515625,0.495421875,0.8949375,342.9152489,7494.622639
Claustrum,993,1150,2143,0.178640625,0.1365,0.315140625,5558.646025,8424.908425
columns of the fornix,65,788,853,0.1869375,0.184546875,0.371484375,347.7097961,4269.917873
commissural branch of stria terminalis,8,90,98,0.015953125,0.01203125,0.027984375,501.4691479,7480.519481
Copula pyramidis,1507,4428,5935,1.021421875,0.902203125,1.923625,1475.394288,4907.98566
"corpus callosum, anterior forceps",251,4523,4774,0.373015625,0.4131875,0.786203125,672.8940644,10946.60414
"corpus callosum, body",1377,7423,8800,0.8818125,1.02296875,1.90478125,1561.556453,7256.331144
"corpus callosum, extreme capsule",172,163,335,0.0585,0.038984375,0.097484375,2940.17094,4181.162325
"corpus callosum, posterior forceps",792,8730,9522,0.476890625,0.61425,1.091140625,1660.758167,14212.45421
"corpus callosum, splenium",141,1195,1336,0.25490625,0.3050625,0.55996875,553.1445384,3917.230076
"Cortical amygdalar area, anterior part",168,3308,3476,0.400203125,0.258234375,0.6584375,419.786827,12810.06837
"Cortical amygdalar area, posterior part, lateral zone",1532,4719,6251,0.624578125,0.5360625,1.160640625,2452.855678,8803.077999
"Cortical amygdalar area, posterior part, medial zone",571,1326,1897,0.588375,0.562890625,1.151265625,970.4695135,2355.697432
Cortical subplate,258,1154,1412,0.1800625,0.127828125,0.307890625,1432.835821,9027.747219
corticospinal tract,11,392,403,0.024,0.027765625,0.051765625,458.3333333,14118.1767
crossed tectospinal pathway,1367,1911,3278,0.1551875,0.155046875,0.310234375,8808.699154,12325.30485
Crus 1,5294,28147,33441,4.366328125,2.99978125,7.366109375,1212.460413,9383.017512
Crus 2,9533,15330,24863,3.66125,2.827046875,6.488296875,2603.755548,5422.619673
cuneate fascicle,58,669,727,0.0073125,0.007625,0.0149375,7931.623932,87737.70492
Cuneate nucleus,1994,5338,7332,0.098375,0.10121875,0.19959375,20269.37738,52737.26459
Cuneiform nucleus,56,856,912,0.260890625,0.25415625,0.515046875,214.6493382,3368.006886
Declive (VI),3632,9734,13366,1.26509375,1.346828125,2.611921875,2870.933478,7227.3513
"Dentate gyrus, granule cell layer",214,1332,1546,0.53215625,0.70284375,1.235,402.1375301,1895.158063
"Dentate gyrus, molecular layer",525,4786,5311,1.439078125,1.888625,3.327703125,364.8168858,2534.118737
"Dentate gyrus, polymorph layer",60,517,577,0.217921875,0.295453125,0.513375,275.3280275,1749.854567
Dentate nucleus,397,327,724,0.093765625,0.080515625,0.17428125,4233.961006,4061.323501
Diagonal band nucleus,1344,3559,4903,0.46190625,0.400625,0.86253125,2909.681348,8883.619345
direct tectospinal pathway,0,0,0,1.56E-05,0,1.56E-05,0,0
doral tegmental decussation,0,4,4,0.002734375,0.00290625,0.005640625,0,1376.344086
dorsal acoustic stria,0,7,7,0.002984375,0.0030625,0.006046875,0,2285.714286
"Dorsal auditory area, layer 1",399,433,832,0.069328125,0.079046875,0.148375,5755.240027,5477.762404
"Dorsal auditory area, layer 2/3",1209,714,1923,0.112234375,0.126984375,0.23921875,10772.10079,5622.739018
"Dorsal auditory area, layer 4",101,386,487,0.04434375,0.049625,0.09396875,2277.660324,7778.337531
"Dorsal auditory area, layer 5",279,1502,1781,0.112625,0.1259375,0.2385625,2477.247503,11926.55087
"Dorsal auditory area, layer 6a",247,847,1094,0.0583125,0.06515625,0.12346875,4235.798499,12999.52038
"Dorsal auditory area, layer 6b",19,115,134,0.0095,0.010984375,0.020484375,2000,10469.41679
Dorsal cochlear nucleus,186,585,771,0.164875,0.142453125,0.307328125,1128.127369,4106.614018
dorsal fornix,1,0,1,0.01575,0.019171875,0.034921875,63.49206349,0
dorsal hippocampal commissure,256,5105,5361,0.37240625,0.48240625,0.8548125,687.4213309,10582.36704
dorsal limb,14,882,896,0.0878125,0.08253125,0.17034375,159.430605,10686.86104
Dorsal motor nucleus of the vagus nerve,81,1009,1090,0.046296875,0.047375,0.093671875,1749.57813,21298.15303
Dorsal nucleus raphe,33,89,122,0.04225,0.06546875,0.10771875,781.0650888,1359.427208
"Dorsal part of the lateral geniculate complex, core",49,382,431,0.117234375,0.15590625,0.273140625,417.9661469,2450.190419
"Dorsal part of the lateral geniculate complex, ipsilateral zone",14,71,85,0.027609375,0.037546875,0.06515625,507.074137,1890.969621
"Dorsal part of the lateral geniculate complex, shell",27,208,235,0.06,0.08303125,0.14303125,450,2505.080918
