structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"Agranular insular area, ventral part, layer 5",185,101,286,0.305953125,0.289609375,0.5955625,604.6677902,348.7456164
"Agranular insular area, ventral part, layer 6a",165,35,200,0.080953125,0.07615625,0.157109375,2038.216561,459.5814526
"Agranular insular area, ventral part, layer 6b",0,0,0,0.001546875,0.00140625,0.002953125,0,0
alveus,1358,1074,2432,0.931015625,0.94321875,1.874234375,1458.622136,1138.654209
amygdalar capsule,116,3,119,0.1093125,0.1075625,0.216875,1061.177816,27.89076119
Anterior amygdalar area,48,52,100,0.339015625,0.3159375,0.654953125,141.5863944,164.5895153
"Anterior area, layer 1",746,86,832,0.17484375,0.139796875,0.314640625,4266.666667,615.178272
"Anterior area, layer 2/3",1640,610,2250,0.31515625,0.251875,0.56703125,5203.767972,2421.836228
"Anterior area, layer 4",282,72,354,0.112421875,0.091265625,0.2036875,2508.408617,788.9060092
"Anterior area, layer 5",207,118,325,0.25984375,0.214984375,0.474828125,796.6325917,548.8770986
"Anterior area, layer 6a",133,158,291,0.15975,0.134359375,0.294109375,832.5508607,1175.950692
"Anterior area, layer 6b",5,16,21,0.0275625,0.024671875,0.052234375,181.4058957,648.5117163
"Anterior cingulate area, dorsal part, layer 1",535,397,932,0.219546875,0.284078125,0.503625,2436.837236,1397.502888
"Anterior cingulate area, dorsal part, layer 2/3",491,677,1168,0.26921875,0.26328125,0.5325,1823.795705,2571.394659
"Anterior cingulate area, dorsal part, layer 5",472,514,986,0.57828125,0.59596875,1.17425,816.2118346,862.4613287
"Anterior cingulate area, dorsal part, layer 6a",192,124,316,0.42771875,0.4566875,0.88440625,448.8931103,271.5204598
"Anterior cingulate area, dorsal part, layer 6b",3,0,3,0.017515625,0.017484375,0.035,171.2756467,0
"Anterior cingulate area, ventral part, 6a",33,138,171,0.25571875,0.268859375,0.524578125,129.0480264,513.2794793
"Anterior cingulate area, ventral part, 6b",0,34,34,0.045546875,0.0473125,0.092859375,0,718.6261559
"Anterior cingulate area, ventral part, layer 1",51,29,80,0.25028125,0.33115625,0.5814375,203.7707579,87.57195433
"Anterior cingulate area, ventral part, layer 2/3",199,32,231,0.33540625,0.316640625,0.652046875,593.3103513,101.0609425
"Anterior cingulate area, ventral part, layer 5",190,150,340,0.657734375,0.681640625,1.339375,288.8704122,220.0573066
"anterior commissure, olfactory limb",37,23,60,0.44884375,0.498171875,0.947015625,82.43403189,46.16880469
"anterior commissure, temporal limb",9,8,17,0.1725,0.161265625,0.333765625,52.17391304,49.60759616
Anterior hypothalamic nucleus,278,94,372,0.517796875,0.503796875,1.02159375,536.8900691,186.5831343
Anterior olfactory nucleus,1422,664,2086,2.43275,2.864234375,5.296984375,584.5236872,231.8246041
Anterior pretectal nucleus,1796,516,2312,1.013890625,1.039609375,2.0535,1771.394227,496.340272
Anterior tegmental nucleus,11,29,40,0.026609375,0.0258125,0.052421875,413.3881386,1123.486683
Anterodorsal nucleus,43,2,45,0.149671875,0.1481875,0.297859375,287.2951248,13.49641501
Anterodorsal preoptic nucleus,5,4,9,0.077578125,0.080859375,0.1584375,64.45115811,49.46859903
"Anterolateral visual area, layer 1",119,140,259,0.05653125,0.061328125,0.117859375,2105.030404,2282.802548
"Anterolateral visual area, layer 2/3",486,882,1368,0.098265625,0.106875,0.205140625,4945.778343,8252.631579
"Anterolateral visual area, layer 4",118,175,293,0.05190625,0.057,0.10890625,2273.32932,3070.175439
"Anterolateral visual area, layer 5",194,265,459,0.103015625,0.107,0.210015625,1883.209465,2476.635514
"Anterolateral visual area, layer 6a",222,325,547,0.058203125,0.06365625,0.121859375,3814.228188,5105.547374
"Anterolateral visual area, layer 6b",39,49,88,0.01075,0.01475,0.0255,3627.906977,3322.033898
"Anteromedial nucleus, dorsal part",5,1,6,0.24734375,0.24440625,0.49175,20.21478206,4.091548395
"Anteromedial nucleus, ventral part",7,2,9,0.164375,0.16265625,0.32703125,42.58555133,12.29586936
"Anteromedial visual area, layer 1",604,51,655,0.107265625,0.0846875,0.191953125,5630.881282,602.2140221
"Anteromedial visual area, layer 2/3",586,1188,1774,0.162578125,0.1308125,0.293390625,3604.420951,9081.700908
"Anteromedial visual area, layer 4",62,255,317,0.046765625,0.038984375,0.08575,1325.760107,6541.082164
"Anteromedial visual area, layer 5",200,615,815,0.174515625,0.145203125,0.31971875,1146.029188,4235.446035
"Anteromedial visual area, layer 6a",84,236,320,0.10175,0.084546875,0.186296875,825.5528256,2791.350952
"Anteromedial visual area, layer 6b",4,14,18,0.01821875,0.016390625,0.034609375,219.5540309,854.1468065
Anteroventral nucleus of thalamus,48,13,61,0.413578125,0.39409375,0.807671875,116.060297,32.98707478
Anteroventral periventricular nucleus,188,68,256,0.108890625,0.112671875,0.2215625,1726.503085,603.5223963
Anteroventral preoptic nucleus,38,13,51,0.058703125,0.057875,0.116578125,647.3249933,224.6220302
arbor vitae,17773,5182,22955,3.695109375,3.93265625,7.627765625,4809.871156,1317.684453
Arcuate hypothalamic nucleus,111,4,115,0.187921875,0.19090625,0.378828125,590.6709903,20.95269275
Area postrema,6,11,17,0.022671875,0.028859375,0.05153125,264.6450724,381.1586356
Area prostriata,79,72,151,0.249890625,0.22040625,0.470296875,316.1383105,326.6695023
auditory radiation,743,120,863,0.253171875,0.2609375,0.514109375,2934.765167,459.8802395
Barrington's nucleus,0,0,0,0.008234375,0.008328125,0.0165625,0,0
"Basolateral amygdalar nucleus, anterior part",553,55,608,0.5316875,0.50765625,1.03934375,1040.084636,108.341028
"Basolateral amygdalar nucleus, posterior part",1602,592,2194,0.49078125,0.493484375,0.984265625,3264.183381,1199.632714
"Basolateral amygdalar nucleus, ventral part",561,105,666,0.300671875,0.2860625,0.586734375,1865.821338,367.0526546
"Basomedial amygdalar nucleus, anterior part",77,37,114,0.52665625,0.530140625,1.056796875,146.2054234,69.79280262
"Basomedial amygdalar nucleus, posterior part",889,366,1255,0.492875,0.50575,0.998625,1803.702764,723.6777064
Bed nuclei of the stria terminalis,253,116,369,1.171671875,1.170234375,2.34190625,215.9307613,99.12544229
Bed nucleus of the accessory olfactory tract,2,0,2,0.01534375,0.016359375,0.031703125,130.3462322,0
Bed nucleus of the anterior commissure,0,0,0,0.006578125,0.006640625,0.01321875,0,0
brachium of the inferior colliculus,34,14,48,0.178421875,0.165921875,0.34434375,190.5595937,84.37705999
brachium of the superior colliculus,146,78,224,0.14284375,0.141203125,0.284046875,1022.095821,552.3957065
Caudoputamen,13392,3417,16809,18.6969375,16.3675625,35.0645,716.2670357,208.7665772
"Central amygdalar nucleus, capsular part",85,14,99,0.2163125,0.2050625,0.421375,392.9500144,68.27186833
"Central amygdalar nucleus, lateral part",48,0,48,0.178015625,0.171265625,0.34928125,269.6392522,0
"Central amygdalar nucleus, medial part",12,4,16,0.524328125,0.517421875,1.04175,22.88643204,7.730635664
"central canal, spinal cord/medulla",0,0,0,0,0,0,0,0
Central lateral nucleus of the thalamus,42,42,84,0.36265625,0.361328125,0.723984375,115.8121499,116.2378378
Central linear nucleus raphe,1,0,1,0.049921875,0.059109375,0.10903125,20.0312989,0
Central medial nucleus of the thalamus,2,0,2,0.235890625,0.271765625,0.50765625,8.478505663,0
cerebal peduncle,206,134,340,0.488390625,0.50159375,0.989984375,421.7935183,267.1484643
cerebellar commissure,0,0,0,0.035625,0.039078125,0.074703125,0,0
Cerebellum,2176,798,2974,0.428140625,0.426546875,0.8546875,5082.442247,1870.83776
cerebral aqueduct,309,399,708,0.261984375,0.32965625,0.591640625,1179.459653,1210.351692
choroid plexus,1005,832,1837,0.92071875,0.93834375,1.8590625,1091.53854,886.6686649
cingulum bundle,680,397,1077,0.991421875,0.92609375,1.917515625,685.8835952,428.6823013
Claustrum,786,194,980,0.292796875,0.2623125,0.555109375,2684.45488,739.5758875
columns of the fornix,102,17,119,0.232546875,0.230640625,0.4631875,438.6212457,73.70774338
commissural branch of stria terminalis,2,0,2,0.02365625,0.024015625,0.047671875,84.54425363,0
Copula pyramidis,7529,867,8396,1.396578125,1.453484375,2.8500625,5391.033889,596.4976404
"corpus callosum, anterior forceps",228,98,326,0.629734375,0.71615625,1.345890625,362.0574151,136.8416459
"corpus callosum, body",3166,863,4029,2.108890625,1.973171875,4.0820625,1501.263253,437.3668665
"corpus callosum, extreme capsule",172,33,205,0.06253125,0.05940625,0.1219375,2750.624688,555.4971068
"corpus callosum, posterior forceps",1169,585,1754,0.90065625,0.8885,1.78915625,1297.942473,658.4130557
"corpus callosum, splenium",1056,181,1237,0.547578125,0.52475,1.072328125,1928.491939,344.9261553
"Cortical amygdalar area, anterior part",88,95,183,0.492640625,0.515359375,1.008,178.6291985,184.3373859
"Cortical amygdalar area, posterior part, lateral zone",1098,559,1657,0.804984375,0.828609375,1.63359375,1364.00163,674.6242764
"Cortical amygdalar area, posterior part, medial zone",363,296,659,0.782328125,0.8288125,1.611140625,463.9996804,357.1374708
Cortical subplate,391,132,523,0.24678125,0.236390625,0.483171875,1584.399139,558.3977791
corticospinal tract,52,19,71,0.0395625,0.03909375,0.07865625,1314.375987,486.011191
crossed tectospinal pathway,118,82,200,0.26075,0.257171875,0.517921875,452.5407478,318.8529072
Crus 1,41904,10202,52106,3.608546875,3.98421875,7.592765625,11612.43056,2560.602377
Crus 2,43492,22134,65626,3.41409375,3.742,7.15609375,12738.95891,5915.018707
cuneate fascicle,189,240,429,0.0110625,0.012359375,0.023421875,17084.74576,19418.45765
Cuneate nucleus,2241,2390,4631,0.168890625,0.16640625,0.335296875,13268.94255,14362.44131
Cuneiform nucleus,427,183,610,0.339296875,0.33846875,0.677765625,1258.484918,540.6702982
Declive (VI),23252,11084,34336,1.974125,2.058125,4.03225,11778.38283,5385.484361
"Dentate gyrus, granule cell layer",716,438,1154,1.141828125,1.1433125,2.285140625,627.0646031,383.0973596
"Dentate gyrus, molecular layer",1463,932,2395,3.00853125,3.01540625,6.0239375,486.2837971,309.0794151
"Dentate gyrus, polymorph layer",526,183,709,0.471375,0.47321875,0.94459375,1115.884381,386.7133329
Dentate nucleus,1544,36,1580,0.155453125,0.15284375,0.308296875,9932.254498,235.5346555
Diagonal band nucleus,414,132,546,0.44934375,0.47565625,0.925,921.3436261,277.511333
direct tectospinal pathway,0,0,0,3.13E-05,0,3.13E-05,0,0
doral tegmental decussation,0,0,0,0.004171875,0.00496875,0.009140625,0,0
dorsal acoustic stria,40,52,92,0.005203125,0.005890625,0.01109375,7687.687688,8827.586207
"Dorsal auditory area, layer 1",129,207,336,0.09603125,0.116421875,0.212453125,1343.312724,1778.016374
"Dorsal auditory area, layer 2/3",403,509,912,0.1590625,0.18315625,0.34221875,2533.595285,2779.047944
"Dorsal auditory area, layer 4",66,47,113,0.06534375,0.075234375,0.140578125,1010.043042,624.7144341
"Dorsal auditory area, layer 5",259,222,481,0.1718125,0.192890625,0.364703125,1507.457257,1150.9113
"Dorsal auditory area, layer 6a",258,166,424,0.09540625,0.109078125,0.204484375,2704.225352,1521.845008
"Dorsal auditory area, layer 6b",39,15,54,0.016109375,0.017390625,0.0335,2420.950533,862.5336927
Dorsal cochlear nucleus,592,84,676,0.27734375,0.259515625,0.536859375,2134.535211,323.6799326
dorsal fornix,5,6,11,0.026140625,0.028640625,0.05478125,191.273162,209.492635
dorsal hippocampal commissure,899,181,1080,0.710875,0.690734375,1.401609375,1264.63865,262.0399484
dorsal limb,24,27,51,0.099765625,0.104375,0.204140625,240.5638215,258.6826347
Dorsal motor nucleus of the vagus nerve,28,502,530,0.08075,0.081875,0.162625,346.749226,6131.29771
Dorsal nucleus raphe,0,13,13,0.0814375,0.12346875,0.20490625,0,105.2898001
"Dorsal part of the lateral geniculate complex, core",181,50,231,0.28325,0.27571875,0.55896875,639.011474,181.344214
"Dorsal part of the lateral geniculate complex, ipsilateral zone",41,3,44,0.066140625,0.064609375,0.13075,619.89133,46.43288996
"Dorsal part of the lateral geniculate complex, shell",46,16,62,0.13984375,0.137640625,0.277484375,328.9385475,116.2447497
Dorsal peduncular area,1078,316,1394,0.51653125,0.6740625,1.19059375,2086.998609,468.7992582
Dorsal premammillary nucleus,33,5,38,0.082359375,0.08340625,0.165765625,400.6829824,59.9475459
dorsal spinocerebellar tract,25,25,50,0.077171875,0.071171875,0.14834375,323.952217,351.2623491
Dorsal tegmental nucleus,8,4,12,0.058921875,0.058859375,0.11778125,135.7730045,67.95858774
Dorsal terminal nucleus of the accessory optic tract,4,2,6,0.00771875,0.008,0.01571875,518.2186235,250
Dorsomedial nucleus of the hypothalamus,100,5,105,0.29296875,0.2824375,0.57540625,341.3333333,17.70303164
Ectorhinal area/Layer 1,310,64,374,0.154734375,0.205234375,0.35996875,2003.433303,311.8385992
Ectorhinal area/Layer 2/3,1428,1276,2704,0.284109375,0.35790625,0.642015625,5026.233295,3565.179429
Ectorhinal area/Layer 5,2013,1607,3620,0.319625,0.385421875,0.705046875,6298.005475,4169.457169
Ectorhinal area/Layer 6a,1812,548,2360,0.2423125,0.279953125,0.522265625,7477.946866,1957.470559
Ectorhinal area/Layer 6b,119,63,182,0.036625,0.0393125,0.0759375,3249.146758,1602.54372
Edinger-Westphal nucleus,0,0,0,0.014453125,0.02509375,0.039546875,0,0
"Endopiriform nucleus, dorsal part",2347,447,2794,1.082796875,1.00884375,2.091640625,2167.534885,443.081498
"Endopiriform nucleus, ventral part",1841,783,2624,0.673890625,0.6436875,1.317578125,2731.897331,1216.428779
"Entorhinal area, lateral part, layer 1",1482,1190,2672,0.636390625,0.8231875,1.459578125,2328.758379,1445.600182
"Entorhinal area, lateral part, layer 2",4122,3957,8079,1.0286875,1.307578125,2.336265625,4007.047816,3026.205413
"Entorhinal area, lateral part, layer 3",2830,2452,5282,0.8438125,1.031421875,1.875234375,3353.825643,2377.300753
"Entorhinal area, lateral part, layer 5",2505,1723,4228,0.9209375,1.09121875,2.01215625,2720.054293,1578.96847
"Entorhinal area, lateral part, layer 6a",1935,1564,3499,0.66925,0.800734375,1.469984375,2891.296227,1953.207017
"Entorhinal area, medial part, dorsal zone, layer 1",755,554,1309,0.762125,0.824140625,1.586265625,990.6511399,672.2153759
"Entorhinal area, medial part, dorsal zone, layer 2",1330,906,2236,0.776328125,0.855890625,1.63221875,1713.193117,1058.54647
"Entorhinal area, medial part, dorsal zone, layer 3",1195,1197,2392,0.60696875,0.664703125,1.271671875,1968.799876,1800.80393
"Entorhinal area, medial part, dorsal zone, layer 5",1063,717,1780,0.568609375,0.6170625,1.185671875,1869.473221,1161.956852
"Entorhinal area, medial part, dorsal zone, layer 6",559,119,678,0.396046875,0.432796875,0.82884375,1411.449087,274.9557746
Ethmoid nucleus of the thalamus,206,59,265,0.203765625,0.203796875,0.4075625,1010.965417,289.5039485
external capsule,1464,1008,2472,0.540515625,0.5720625,1.112578125,2708.524846,1762.045231
External cuneate nucleus,710,846,1556,0.10609375,0.1069375,0.21303125,6692.194404,7911.163063
external medullary lamina of the thalamus,9,6,15,0.087125,0.077859375,0.164984375,103.2998565,77.06201084
Facial motor nucleus,256,88,344,0.4060625,0.390921875,0.796984375,630.4448207,225.1089172
facial nerve,14,2,16,0.03521875,0.036109375,0.071328125,397.515528,55.38727823
fasciculus retroflexus,27,27,54,0.155265625,0.1541875,0.309453125,173.8955419,175.1114714
Fasciola cinerea,12,0,12,0.054828125,0.0548125,0.109640625,218.8657737,0
Fastigial nucleus,229,116,345,0.251078125,0.27659375,0.527671875,912.0667123,419.3876398
fiber tracts,401,230,631,1.030421875,1.036375,2.066796875,389.1609929,221.9273911
Field CA1,11904,8177,20081,6.7345,7.0335,13.768,1767.614522,1162.579086
Field CA2,212,142,354,0.318921875,0.320765625,0.6396875,664.7396012,442.6908276
Field CA3,2690,1409,4099,4.228890625,4.239921875,8.4688125,636.1006322,332.3174439
Fields of Forel,19,9,28,0.164625,0.174140625,0.338765625,115.4138193,51.68236878
fimbria,390,99,489,1.182890625,1.084375,2.267265625,329.7008124,91.29682997
Flocculus,624,123,747,0.64625,0.595859375,1.242109375,965.5705996,206.4245444
Folium-tuber vermis (VII),6168,3348,9516,0.58665625,0.629140625,1.215796875,10513.82304,5321.544766
fourth ventricle,307,403,710,0.235671875,0.26790625,0.503578125,1302.658622,1504.257553
"Frontal pole, layer 1",35,40,75,0.1043125,0.127734375,0.232046875,335.5302576,313.1498471
"Frontal pole, layer 2/3",7,33,40,0.09790625,0.124,0.22190625,71.49696776,266.1290323
"Frontal pole, layer 5",59,20,79,0.167546875,0.218875,0.386421875,352.1402593,91.37635637
"Frontal pole, layer 6a",21,7,28,0.057,0.0745625,0.1315625,368.4210526,93.88097234
"Frontal pole, layer 6b",1,0,1,0.000828125,0.00078125,0.001609375,1207.54717,0
Fundus of striatum,35,35,70,0.3055,0.26928125,0.57478125,114.5662848,129.9756296
genu of corpus callosum,175,106,281,0.605515625,0.678140625,1.28365625,289.0098831,156.3097624
genu of the facial nerve,0,0,0,0.014359375,0.014359375,0.02871875,0,0
Gigantocellular reticular nucleus,337,129,466,1.178078125,1.196375,2.374453125,286.059127,107.8257235
"Globus pallidus, external segment",134,27,161,1.248015625,1.083,2.331015625,107.3704506,24.93074792
"Globus pallidus, internal segment",35,8,43,0.30878125,0.302984375,0.611765625,113.3488513,26.40400186
Gracile nucleus,19,208,227,0.041390625,0.041046875,0.0824375,459.0411476,5067.377236
"Gustatory areas, layer 1",164,28,192,0.091984375,0.091984375,0.18396875,1782.9115,304.3995244
"Gustatory areas, layer 2/3",386,153,539,0.184921875,0.18421875,0.369140625,2087.367976,830.5343511
"Gustatory areas, layer 4",239,23,262,0.07003125,0.06771875,0.13775,3412.76216,339.6400554
"Gustatory areas, layer 5",746,113,859,0.263984375,0.24971875,0.513703125,2825.92483,452.5090727
"Gustatory areas, layer 6a",229,145,374,0.2290625,0.207484375,0.436546875,999.7271487,698.8478048
"Gustatory areas, layer 6b",6,2,8,0.021484375,0.019296875,0.04078125,279.2727273,103.6437247
habenular commissure,39,7,46,0.045640625,0.047796875,0.0934375,854.5018829,146.4530892
Hippocampal formation,247,284,531,0.28175,0.299078125,0.580828125,876.663709,949.5846612
Hippocampo-amygdalar transition area,352,44,396,0.219453125,0.221640625,0.44109375,1603.987184,198.5195629
Hypoglossal nucleus,55,349,404,0.123734375,0.1264375,0.250171875,444.5005683,2760.257044
Hypothalamus,588,201,789,2.0178125,2.040328125,4.058140625,291.4046771,98.51356629
Induseum griseum,15,0,15,0.083609375,0.10575,0.189359375,179.4057186,0
inferior cerebellar peduncle,2845,151,2996,0.333375,0.31271875,0.64609375,8533.933258,482.8619966
inferior colliculus commissure,9,16,25,0.01528125,0.015609375,0.030890625,588.9570552,1025.025025
"Inferior colliculus, central nucleus",3164,368,3532,0.87,0.830765625,1.700765625,3636.781609,442.9648856
"Inferior colliculus, dorsal nucleus",2563,940,3503,1.1604375,1.0876875,2.248125,2208.649755,864.2188128
"Inferior colliculus, external nucleus",3110,1018,4128,1.588765625,1.462,3.050765625,1957.494517,696.3064295
Inferior olivary complex,159,97,256,0.230875,0.225484375,0.456359375,688.684353,430.1850184
Inferior salivatory nucleus,7,4,11,0.003234375,0.003171875,0.00640625,2164.251208,1261.083744
Infracerebellar nucleus,480,109,589,0.024984375,0.029046875,0.05403125,19212.0075,3752.555137
"Infralimbic area, layer 1",144,100,244,0.125828125,0.16715625,0.292984375,1144.418229,598.2426622
"Infralimbic area, layer 2/3",152,124,276,0.13559375,0.14953125,0.285125,1120.995621,829.2580982
"Infralimbic area, layer 5",186,94,280,0.310203125,0.39234375,0.702546875,599.6071123,239.5858224
"Infralimbic area, layer 6a",192,38,230,0.200578125,0.287109375,0.4876875,957.2329984,132.3537415
"Infralimbic area, layer 6b",3,1,4,0.010078125,0.01321875,0.023296875,297.6744186,75.6501182
Interanterodorsal nucleus of the thalamus,7,0,7,0.114265625,0.113625,0.227890625,61.26076849,0
Interanteromedial nucleus of the thalamus,5,0,5,0.041109375,0.045328125,0.0864375,121.6267579,0
Intercalated amygdalar nucleus,54,4,58,0.12515625,0.125578125,0.250734375,431.4606742,31.85268135
Interfascicular nucleus raphe,14,5,19,0.049265625,0.059859375,0.109125,284.1738027,83.52910467
Intergeniculate leaflet of the lateral geniculate complex,30,6,36,0.04671875,0.045046875,0.091765625,642.1404682,133.194589
Intermediate geniculate nucleus,8,0,8,0.0155625,0.01559375,0.03115625,514.0562249,0
Intermediate reticular nucleus,758,1758,2516,1.2934375,1.24809375,2.54153125,586.0352742,1408.548036
Intermediodorsal nucleus of the thalamus,0,0,0,0.15528125,0.208796875,0.364078125,0,0
internal capsule,886,229,1115,1.5416875,1.439171875,2.980859375,574.6949366,159.1192852
Interpeduncular nucleus,0,0,0,0.005640625,0.008,0.013640625,0,0
"Interpeduncular nucleus, apical",0,0,0,0.012359375,0.016640625,0.029,0,0
"Interpeduncular nucleus, caudal",1,1,2,0.032546875,0.041484375,0.07403125,30.72491599,24.10546139
"Interpeduncular nucleus, dorsolateral",9,0,9,0.02203125,0.0215,0.04353125,408.5106383,0
"Interpeduncular nucleus, dorsomedial",0,0,0,0.011234375,0.011296875,0.02253125,0,0
"Interpeduncular nucleus, intermediate",2,1,3,0.017859375,0.018125,0.035984375,111.9860017,55.17241379
"Interpeduncular nucleus, lateral",12,0,12,0.034125,0.033890625,0.068015625,351.6483516,0
"Interpeduncular nucleus, rostral",3,0,3,0.0408125,0.05325,0.0940625,73.50689127,0
"Interpeduncular nucleus, rostrolateral",7,3,10,0.0114375,0.011625,0.0230625,612.0218579,258.0645161
Interposed nucleus,7135,97,7232,0.39803125,0.435375,0.83340625,17925.72819,222.7964399
Interstitial nucleus of Cajal,21,21,42,0.06475,0.064328125,0.129078125,324.3243243,326.4512995
Intertrigeminal nucleus,24,15,39,0.01946875,0.01809375,0.0375625,1232.744783,829.015544
Koelliker-Fuse subnucleus,114,16,130,0.08165625,0.07428125,0.1559375,1396.096441,215.3975599
Lateral amygdalar nucleus,350,38,388,0.564265625,0.54815625,1.112421875,620.2752471,69.3232997
Lateral dorsal nucleus of thalamus,194,451,645,0.8968125,0.82415625,1.72096875,216.3216949,547.22633
Lateral habenula,156,24,180,0.340015625,0.338609375,0.678625,458.8024447,70.87813207
Lateral hypothalamic area,263,153,416,1.471046875,1.46959375,2.940640625,178.7842417,104.1104047
lateral lemniscus,376,460,836,0.451390625,0.408546875,0.8599375,832.9814116,1125.941791
Lateral mammillary nucleus,22,5,27,0.040203125,0.04284375,0.083046875,547.2211426,116.7031364
"lateral olfactory tract, body",129,44,173,0.368796875,0.36809375,0.736890625,349.7860441,119.5347653
Lateral posterior nucleus of the thalamus,279,69,348,0.969015625,0.962546875,1.9315625,287.9210539,71.68482054
Lateral preoptic area,95,38,133,0.39453125,0.379984375,0.774515625,240.7920792,100.004112
lateral recess,620,456,1076,0.22434375,0.217859375,0.442203125,2763.616103,2093.093308
"Lateral reticular nucleus, magnocellular part",43,147,190,0.257484375,0.239171875,0.49665625,167.0004248,614.6207617
"Lateral reticular nucleus, parvicellular part",14,16,30,0.02859375,0.026609375,0.055203125,489.6174863,601.2918379
"Lateral septal nucleus, caudal (caudodorsal) part",171,87,258,0.46078125,0.465875,0.92665625,371.1088505,186.7453716
"Lateral septal nucleus, rostral (rostroventral) part",1563,917,2480,1.831203125,2.019734375,3.8509375,853.5372066,454.0200986
"Lateral septal nucleus, ventral part",500,180,680,0.587390625,0.64903125,1.236421875,851.222302,277.3364148
Lateral terminal nucleus of the accessory optic tract,11,16,27,0.011578125,0.01278125,0.024359375,950.0674764,1251.833741
lateral ventricle,1018,179,1197,1.6955,1.648109375,3.343609375,600.4128576,108.6092966
Lateral vestibular nucleus,3006,1620,4626,0.12615625,0.124359375,0.250515625,23827.59475,13026.76216
"Lateral visual area, layer 1",242,233,475,0.09384375,0.11371875,0.2075625,2578.754579,2048.914537
"Lateral visual area, layer 2/3",1329,1574,2903,0.154046875,0.18125,0.335296875,8627.244142,8684.137931
"Lateral visual area, layer 4",573,330,903,0.093109375,0.10875,0.201859375,6154.052693,3034.482759
"Lateral visual area, layer 5",813,577,1390,0.167359375,0.194859375,0.36221875,4857.809728,2961.109775
"Lateral visual area, layer 6a",1005,532,1537,0.1151875,0.12903125,0.24421875,8724.905046,4123.032211
"Lateral visual area, layer 6b",99,36,135,0.021,0.02428125,0.04528125,4714.285714,1482.625483
Laterodorsal tegmental nucleus,46,55,101,0.12090625,0.12278125,0.2436875,380.4600672,447.9511326
"Laterointermediate area, layer 1",103,99,202,0.036046875,0.04540625,0.081453125,2857.39055,2180.316586
"Laterointermediate area, layer 2/3",530,722,1252,0.056765625,0.07728125,0.134046875,9336.636389,9342.498989
"Laterointermediate area, layer 4",419,119,538,0.028125,0.035171875,0.063296875,14897.77778,3383.385162
"Laterointermediate area, layer 5",755,289,1044,0.075390625,0.0945,0.169890625,10014.50777,3058.201058
"Laterointermediate area, layer 6a",407,238,645,0.042078125,0.050828125,0.09290625,9672.484218,4682.446972
"Laterointermediate area, layer 6b",45,20,65,0.009,0.010125,0.019125,5000,1975.308642
Linear nucleus of the medulla,20,68,88,0.02953125,0.02778125,0.0573125,677.2486772,2447.694038
Lingula (I),1,1,2,0.059359375,0.06725,0.126609375,16.84653856,14.86988848
Lobule II,361,207,568,0.795765625,0.86515625,1.660921875,453.6511614,239.2631389
Lobule III,1817,1763,3580,1.70225,1.84159375,3.54384375,1067.41078,957.3229709
Lobules IV-V,35053,28743,63796,4.2508125,4.403171875,8.653984375,8246.188229,6527.794239
