structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,6,0,6,0.01078125,0.010140625,0.020921875,556.5217391,0
Accessory facial motor nucleus,2,0,2,0.00221875,0.001625,0.00384375,901.4084507,0
"Accessory olfactory bulb, glomerular layer",0,0,0,0.136078125,0.142,0.278078125,0,0
"Accessory olfactory bulb, granular layer",55,2,57,0.177734375,0.176953125,0.3546875,309.4505495,11.30242826
"Accessory olfactory bulb, mitral layer",2,0,2,0.24090625,0.245265625,0.486171875,8.301984693,0
Accessory supraoptic group,0,3,3,0.0039375,0.0040625,0.008,0,738.4615385
Accessory trigeminal nucleus,2,1,3,0.004625,0.005,0.009625,432.4324324,200
"Agranular insular area, dorsal part, layer 1",675,432,1107,0.21034375,0.22625,0.43659375,3209.032833,1909.392265
"Agranular insular area, dorsal part, layer 2/3",1686,1643,3329,0.433078125,0.466484375,0.8995625,3893.06202,3522.090102
"Agranular insular area, dorsal part, layer 5",1503,2101,3604,0.805046875,0.77871875,1.583765625,1866.972032,2698.02159
"Agranular insular area, dorsal part, layer 6a",475,314,789,0.492203125,0.440921875,0.933125,965.0487286,712.1442999
"Agranular insular area, dorsal part, layer 6b",18,1,19,0.030390625,0.027484375,0.057875,592.2879177,36.38430927
"Agranular insular area, posterior part, layer 1",1682,9,1691,0.227125,0.086984375,0.314109375,7405.613649,103.4668583
"Agranular insular area, posterior part, layer 2/3",3398,35,3433,0.442,0.273359375,0.715359375,7687.782805,128.0365819
"Agranular insular area, posterior part, layer 5",3102,320,3422,0.4379375,0.592125,1.0300625,7083.202512,540.4264302
"Agranular insular area, posterior part, layer 6a",839,697,1536,0.269859375,0.619671875,0.88953125,3109.026692,1124.788825
"Agranular insular area, posterior part, layer 6b",21,119,140,0.0139375,0.037015625,0.050953125,1506.726457,3214.85859
"Agranular insular area, ventral part, layer 1",1609,399,2008,0.121140625,0.12628125,0.247421875,13282.08435,3159.613957
"Agranular insular area, ventral part, layer 2/3",2740,1594,4334,0.293109375,0.2986875,0.591796875,9348.046271,5336.681314
"Agranular insular area, ventral part, layer 5",1516,1611,3127,0.4078125,0.378890625,0.786703125,3717.394636,4251.886676
"Agranular insular area, ventral part, layer 6a",225,197,422,0.09946875,0.091625,0.19109375,2262.016965,2150.068213
"Agranular insular area, ventral part, layer 6b",0,0,0,0.002109375,0.00175,0.003859375,0,0
alveus,548,131,679,0.639109375,0.6809375,1.320046875,857.4432193,192.3818265
