structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,0,1,1,0.015984375,0.015546875,0.03153125,0,64.32160804
Accessory facial motor nucleus,1,1,2,0.002546875,0.002265625,0.0048125,392.6380368,441.3793103
"Accessory olfactory bulb, glomerular layer",282,247,529,0.1,0.114703125,0.214703125,2820,2153.385097
"Accessory olfactory bulb, granular layer",5,1,6,0.126296875,0.137328125,0.263625,39.58926141,7.28182956
"Accessory olfactory bulb, mitral layer",157,199,356,0.169515625,0.19046875,0.359984375,926.1683104,1044.790812
Accessory supraoptic group,14,2,16,0.00571875,0.00565625,0.011375,2448.087432,353.5911602
Accessory trigeminal nucleus,2,5,7,0.006796875,0.007609375,0.01440625,294.2528736,657.0841889
"Agranular insular area, dorsal part, layer 1",68,48,116,0.28690625,0.317578125,0.604484375,237.0112188,151.1439114
"Agranular insular area, dorsal part, layer 2/3",712,936,1648,0.59403125,0.65021875,1.24425,1198.590142,1439.515548
"Agranular insular area, dorsal part, layer 5",848,2629,3477,1.0148125,1.117859375,2.132671875,835.622344,2351.81639
"Agranular insular area, dorsal part, layer 6a",357,376,733,0.578796875,0.638828125,1.217625,616.7966957,588.577718
"Agranular insular area, dorsal part, layer 6b",2,8,10,0.03765625,0.043,0.08065625,53.1120332,186.0465116
"Agranular insular area, posterior part, layer 1",118,74,192,0.341265625,0.349484375,0.69075,345.7717137,211.7405106
"Agranular insular area, posterior part, layer 2/3",1122,1818,2940,0.6184375,0.631484375,1.249921875,1814.249621,2878.93109
"Agranular insular area, posterior part, layer 5",1368,1868,3236,0.550546875,0.563890625,1.1144375,2484.802043,3312.69916
"Agranular insular area, posterior part, layer 6a",719,739,1458,0.307609375,0.314921875,0.62253125,2337.379997,2346.613743
"Agranular insular area, posterior part, layer 6b",14,16,30,0.01484375,0.014046875,0.028890625,943.1578947,1139.043382
"Agranular insular area, ventral part, layer 1",59,97,156,0.166703125,0.1725625,0.339265625,353.9225794,562.1151757
"Agranular insular area, ventral part, layer 2/3",409,746,1155,0.409125,0.4178125,0.8269375,999.6944699,1785.489903
"Agranular insular area, ventral part, layer 5",629,1464,2093,0.512234375,0.53903125,1.051265625,1227.953512,2715.983535
"Agranular insular area, ventral part, layer 6a",379,210,589,0.128125,0.130109375,0.258234375,2958.04878,1614.02666
"Agranular insular area, ventral part, layer 6b",0,0,0,0.00228125,0.002265625,0.004546875,0,0
alveus,1017,1770,2787,0.9430625,0.993453125,1.936515625,1078.401485,1781.664334
amygdalar capsule,80,71,151,0.114171875,0.116765625,0.2309375,700.6979609,608.0556671
Anterior amygdalar area,185,167,352,0.381484375,0.35990625,0.741390625,484.947778,464.0097248
"Anterior area, layer 1",31,68,99,0.168125,0.170671875,0.338796875,184.3866171,398.425341
"Anterior area, layer 2/3",1308,1192,2500,0.295078125,0.314609375,0.6096875,4432.724384,3788.825428
"Anterior area, layer 4",390,338,728,0.10540625,0.11475,0.22015625,3699.970353,2945.533769
"Anterior area, layer 5",244,282,526,0.24453125,0.25975,0.50428125,997.827476,1085.659288
"Anterior area, layer 6a",123,201,324,0.152609375,0.1655625,0.318171875,805.9793181,1214.043035
"Anterior area, layer 6b",17,35,52,0.02746875,0.0295625,0.05703125,618.8850967,1183.932347
"Anterior cingulate area, dorsal part, layer 1",530,131,661,0.3489375,0.443140625,0.792078125,1518.896651,295.6172208
"Anterior cingulate area, dorsal part, layer 2/3",946,1162,2108,0.4155625,0.418078125,0.833640625,2276.432546,2779.384834
"Anterior cingulate area, dorsal part, layer 5",784,813,1597,0.85734375,0.9035625,1.76090625,914.4523419,899.7717369
