structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,4,22,26,0.017515625,0.0176875,0.035203125,228.367529,1243.816254
Accessory facial motor nucleus,1,6,7,0.002734375,0.003140625,0.005875,365.7142857,1910.447761
"Accessory olfactory bulb, glomerular layer",124,91,215,0.115703125,0.11240625,0.228109375,1071.708305,809.5635252
"Accessory olfactory bulb, granular layer",440,321,761,0.14459375,0.141359375,0.285953125,3043.008429,2270.808003
"Accessory olfactory bulb, mitral layer",296,311,607,0.1996875,0.1919375,0.391625,1482.316119,1620.319114
Accessory supraoptic group,5,0,5,0.00515625,0.0049375,0.01009375,969.6969697,0
Accessory trigeminal nucleus,16,2,18,0.00771875,0.007890625,0.015609375,2072.874494,253.4653465
"Agranular insular area, dorsal part, layer 1",123,37,160,0.253703125,0.231328125,0.48503125,484.8186241,159.9459642
"Agranular insular area, dorsal part, layer 2/3",862,434,1296,0.528578125,0.4828125,1.011390625,1630.79015,898.8996764
"Agranular insular area, dorsal part, layer 5",1747,891,2638,0.905609375,0.81071875,1.716328125,1929.087803,1099.024785
"Agranular insular area, dorsal part, layer 6a",944,475,1419,0.52840625,0.461,0.98940625,1786.504229,1030.368764
"Agranular insular area, dorsal part, layer 6b",34,4,38,0.033453125,0.030921875,0.064375,1016.347501,129.3582617
"Agranular insular area, posterior part, layer 1",166,261,427,0.332421875,0.4036875,0.736109375,499.3654524,646.539712
"Agranular insular area, posterior part, layer 2/3",3101,3324,6425,0.614375,0.712203125,1.326578125,5047.4059,4667.207828
"Agranular insular area, posterior part, layer 5",3675,3308,6983,0.558046875,0.6000625,1.158109375,6585.468291,5512.759088
"Agranular insular area, posterior part, layer 6a",1503,1485,2988,0.31959375,0.3221875,0.64178125,4702.845409,4609.117362
"Agranular insular area, posterior part, layer 6b",23,73,96,0.014296875,0.01509375,0.029390625,1608.743169,4836.438923
"Agranular insular area, ventral part, layer 1",38,54,92,0.139,0.128265625,0.267265625,273.381295,421.00134
"Agranular insular area, ventral part, layer 2/3",702,338,1040,0.34071875,0.3151875,0.65590625,2060.350362,1072.377553
"Agranular insular area, ventral part, layer 5",848,592,1440,0.426953125,0.39175,0.818703125,1986.166514,1511.167837
"Agranular insular area, ventral part, layer 6a",701,412,1113,0.10765625,0.097453125,0.205109375,6511.465893,4227.673561
"Agranular insular area, ventral part, layer 6b",0,1,1,0.002328125,0.0019375,0.004265625,0,516.1290323
alveus,1627,2986,4613,1.016234375,1.059203125,2.0754375,1601.008626,2819.100444
amygdalar capsule,233,360,593,0.121703125,0.124609375,0.2463125,1914.4948,2889.028213
Anterior amygdalar area,103,110,213,0.394921875,0.372796875,0.76771875,260.8110781,295.0668511
"Anterior area, layer 1",694,245,939,0.15796875,0.16884375,0.3268125,4393.273986,1451.045715
"Anterior area, layer 2/3",3307,2936,6243,0.273921875,0.308015625,0.5819375,12072.78535,9531.98397
"Anterior area, layer 4",732,560,1292,0.099671875,0.1113125,0.210984375,7344.097821,5030.881527
"Anterior area, layer 5",325,402,727,0.2335,0.250140625,0.483640625,1391.862955,1607.096008
"Anterior area, layer 6a",296,315,611,0.147421875,0.161625,0.309046875,2007.843137,1948.955916
"Anterior area, layer 6b",46,51,97,0.026484375,0.02840625,0.054890625,1736.873156,1795.379538
"Anterior cingulate area, dorsal part, layer 1",159,691,850,0.263953125,0.33509375,0.599046875,602.3796839,2062.109484
"Anterior cingulate area, dorsal part, layer 2/3",1522,665,2187,0.309640625,0.31090625,0.620546875,4915.375688,2138.908433
"Anterior cingulate area, dorsal part, layer 5",1019,608,1627,0.63228125,0.653484375,1.285765625,1611.624574,930.3971499
"Anterior cingulate area, dorsal part, layer 6a",494,310,804,0.42409375,0.445984375,0.870078125,1164.836784,695.0916162
"Anterior cingulate area, dorsal part, layer 6b",13,2,15,0.016796875,0.01709375,0.033890625,773.9534884,117.0018282
"Anterior cingulate area, ventral part, 6a",349,245,594,0.242421875,0.2551875,0.497609375,1439.639059,960.0783737
"Anterior cingulate area, ventral part, 6b",32,24,56,0.04246875,0.04340625,0.085875,753.4952171,552.9157667
"Anterior cingulate area, ventral part, layer 1",33,107,140,0.253484375,0.3443125,0.597796875,130.185539,310.764204
"Anterior cingulate area, ventral part, layer 2/3",771,442,1213,0.33759375,0.3233125,0.66090625,2283.810053,1367.098396
"Anterior cingulate area, ventral part, layer 5",469,524,993,0.64584375,0.6824375,1.32828125,726.1818358,767.8358824
"anterior commissure, olfactory limb",293,420,713,0.47484375,0.486390625,0.961234375,617.0450806,863.5034855
"anterior commissure, temporal limb",78,90,168,0.180828125,0.1710625,0.351890625,431.3488292,526.1234929
Anterior hypothalamic nucleus,610,87,697,0.57971875,0.576015625,1.155734375,1052.234381,151.0375695
Anterior olfactory nucleus,14158,9734,23892,2.668328125,2.717421875,5.38575,5305.944148,3582.071702
Anterior pretectal nucleus,328,988,1316,1.134984375,1.128796875,2.26378125,288.9907625,875.2681921
Anterior tegmental nucleus,11,2,13,0.0286875,0.028296875,0.056984375,383.4422658,70.67918277
Anterodorsal nucleus,41,40,81,0.152671875,0.160640625,0.3133125,268.5497902,249.0030153
Anterodorsal preoptic nucleus,106,10,116,0.07678125,0.078921875,0.155703125,1380.545381,126.7075827
"Anterolateral visual area, layer 1",47,3,50,0.065625,0.0803125,0.1459375,716.1904762,37.3540856
"Anterolateral visual area, layer 2/3",1508,1419,2927,0.109984375,0.140953125,0.2509375,13711.0385,10067.17659
"Anterolateral visual area, layer 4",1100,1149,2249,0.060453125,0.066625,0.127078125,18195.91626,17245.77861
"Anterolateral visual area, layer 5",1022,1284,2306,0.115390625,0.13225,0.247640625,8856.872038,9708.884688
"Anterolateral visual area, layer 6a",482,515,997,0.06278125,0.073515625,0.136296875,7677.451468,7005.313496
"Anterolateral visual area, layer 6b",98,94,192,0.0135,0.015046875,0.028546875,7259.259259,6247.144341
"Anteromedial nucleus, dorsal part",14,4,18,0.24421875,0.243734375,0.487953125,57.32565579,16.41130842
"Anteromedial nucleus, ventral part",18,9,27,0.165953125,0.164453125,0.33040625,108.4643631,54.72684086
"Anteromedial visual area, layer 1",906,269,1175,0.0921875,0.101984375,0.194171875,9827.79661,2637.658955
"Anteromedial visual area, layer 2/3",2252,3416,5668,0.1394375,0.15315625,0.29259375,16150.60511,22304.01959
"Anteromedial visual area, layer 4",552,1173,1725,0.03984375,0.045765625,0.085609375,13854.11765,25630.59065
"Anteromedial visual area, layer 5",478,1559,2037,0.15425,0.169734375,0.323984375,3098.865478,9184.939704
"Anteromedial visual area, layer 6a",324,677,1001,0.093296875,0.101640625,0.1949375,3472.785128,6660.722521
"Anteromedial visual area, layer 6b",26,84,110,0.017296875,0.01865625,0.035953125,1503.161698,4502.512563
Anteroventral nucleus of thalamus,93,143,236,0.406484375,0.414921875,0.82140625,228.7910821,344.6431934
Anteroventral periventricular nucleus,137,97,234,0.131703125,0.133703125,0.26540625,1040.218294,725.4879046
Anteroventral preoptic nucleus,36,8,44,0.068890625,0.068921875,0.1378125,522.5674756,116.0734527
arbor vitae,12417,8818,21235,4.8295,4.695609375,9.525109375,2571.07361,1877.924524
