structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,1,3,4,0.0129375,0.01284375,0.02578125,77.29468599,233.5766423
Accessory facial motor nucleus,0,0,0,0.00253125,0.00228125,0.0048125,0,0
"Accessory olfactory bulb, glomerular layer",214,156,370,0.07634375,0.09046875,0.1668125,2803.110929,1724.352332
"Accessory olfactory bulb, granular layer",366,618,984,0.09696875,0.113265625,0.210234375,3774.411859,5456.200855
"Accessory olfactory bulb, mitral layer",375,464,839,0.1298125,0.15471875,0.28453125,2888.781897,2998.990103
Accessory supraoptic group,2,0,2,0.003109375,0.00321875,0.006328125,643.2160804,0
Accessory trigeminal nucleus,1,0,1,0.006046875,0.005546875,0.01159375,165.374677,0
"Agranular insular area, dorsal part, layer 1",183,180,363,0.221515625,0.23896875,0.460484375,826.1268251,753.2365634
"Agranular insular area, dorsal part, layer 2/3",2353,2362,4715,0.46903125,0.50478125,0.9738125,5016.723299,4679.254628
"Agranular insular area, dorsal part, layer 5",2618,3477,6095,0.816484375,0.859515625,1.676,3206.430007,4045.301678
"Agranular insular area, dorsal part, layer 6a",476,595,1071,0.483921875,0.50715625,0.991078125,983.6298473,1173.208454
"Agranular insular area, dorsal part, layer 6b",11,29,40,0.032046875,0.03375,0.065796875,343.2471965,859.2592593
"Agranular insular area, posterior part, layer 1",231,813,1044,0.308359375,0.454375,0.762734375,749.1259184,1789.270977
"Agranular insular area, posterior part, layer 2/3",4346,5633,9979,0.57525,0.73671875,1.31196875,7554.976097,7646.065748
"Agranular insular area, posterior part, layer 5",3613,3573,7186,0.517640625,0.59171875,1.109359375,6979.745842,6038.341695
"Agranular insular area, posterior part, layer 6a",1410,771,2181,0.2925,0.305125,0.597625,4820.512821,2526.833265
"Agranular insular area, posterior part, layer 6b",19,29,48,0.01309375,0.014515625,0.027609375,1451.073986,1997.847147
"Agranular insular area, ventral part, layer 1",42,52,94,0.12815625,0.13703125,0.2651875,327.7249451,379.4754846
"Agranular insular area, ventral part, layer 2/3",1049,1189,2238,0.32075,0.337875,0.658625,3270.45986,3519.052904
"Agranular insular area, ventral part, layer 5",798,1409,2207,0.405015625,0.41725,0.822265625,1970.294356,3376.872379
"Agranular insular area, ventral part, layer 6a",397,591,988,0.106,0.110234375,0.216234375,3745.283019,5361.30404
"Agranular insular area, ventral part, layer 6b",3,7,10,0.002,0.001828125,0.003828125,1500,3829.059829
alveus,2687,2407,5094,0.875609375,0.826328125,1.7019375,3068.719999,2912.886452
amygdalar capsule,131,120,251,0.10425,0.106890625,0.211140625,1256.594724,1122.642888
Anterior amygdalar area,17,80,97,0.285546875,0.2949375,0.580484375,59.53488372,271.2439076
"Anterior area, layer 1",59,33,92,0.14984375,0.151671875,0.301515625,393.7434828,217.5749459
"Anterior area, layer 2/3",3382,3876,7258,0.275625,0.265078125,0.540703125,12270.29478,14622.10433
"Anterior area, layer 4",1263,1583,2846,0.09678125,0.09690625,0.1936875,13050.04843,16335.37569
"Anterior area, layer 5",1620,2339,3959,0.229546875,0.221484375,0.45103125,7057.382071,10560.56437
"Anterior area, layer 6a",705,749,1454,0.144125,0.140359375,0.284484375,4891.587164,5336.301904
"Anterior area, layer 6b",153,113,266,0.026140625,0.024765625,0.05090625,5852.958757,4562.776025
"Anterior cingulate area, dorsal part, layer 1",806,93,899,0.289078125,0.371078125,0.66015625,2788.173612,250.6210788
"Anterior cingulate area, dorsal part, layer 2/3",3767,1474,5241,0.347078125,0.337109375,0.6841875,10853.46419,4372.468134
"Anterior cingulate area, dorsal part, layer 5",3678,3856,7534,0.699390625,0.692609375,1.392,5258.863743,5567.351727
"Anterior cingulate area, dorsal part, layer 6a",1543,1661,3204,0.455453125,0.44584375,0.901296875,3387.834917,3725.520432
"Anterior cingulate area, dorsal part, layer 6b",26,34,60,0.01659375,0.0164375,0.03303125,1566.854991,2068.441065
"Anterior cingulate area, ventral part, 6a",835,917,1752,0.24115625,0.24046875,0.481625,3462.485422,3813.385315
"Anterior cingulate area, ventral part, 6b",89,107,196,0.041234375,0.04140625,0.082640625,2158.393331,2584.150943
"Anterior cingulate area, ventral part, layer 1",84,52,136,0.264390625,0.350875,0.615265625,317.7117192,148.2009263
"Anterior cingulate area, ventral part, layer 2/3",1582,614,2196,0.34225,0.32196875,0.66421875,4622.352082,1907.017374
"Anterior cingulate area, ventral part, layer 5",1888,1827,3715,0.65321875,0.656921875,1.310140625,2890.302827,2781.152629
"anterior commissure, olfactory limb",293,533,826,0.348125,0.39153125,0.73965625,841.6517056,1361.321734
"anterior commissure, temporal limb",3,12,15,0.12859375,0.128265625,0.256859375,23.32928311,93.55585333
Anterior hypothalamic nucleus,181,77,258,0.414046875,0.4164375,0.830484375,437.1485716,184.9016959
Anterior olfactory nucleus,4300,11550,15850,1.894796875,2.264265625,4.1590625,2269.372542,5100.991629
Anterior pretectal nucleus,138,131,269,0.82934375,0.809515625,1.638859375,166.3966238,161.8251655
Anterior tegmental nucleus,0,1,1,0.020328125,0.020578125,0.04090625,0,48.59529233
Anterodorsal nucleus,16,17,33,0.09896875,0.09984375,0.1988125,161.6671929,170.2660407
Anterodorsal preoptic nucleus,1,0,1,0.0558125,0.05646875,0.11228125,17.91713326,0
"Anterolateral visual area, layer 1",68,114,182,0.065296875,0.07665625,0.141953125,1041.397464,1487.158581
"Anterolateral visual area, layer 2/3",3309,3666,6975,0.11003125,0.119578125,0.229609375,30073.27464,30657.78126
"Anterolateral visual area, layer 4",2469,2371,4840,0.05665625,0.060015625,0.116671875,43578.59901,39506.37855
"Anterolateral visual area, layer 5",2118,2093,4211,0.110796875,0.113328125,0.224125,19116.06261,18468.49579
"Anterolateral visual area, layer 6a",988,1018,2006,0.06134375,0.0635625,0.12490625,16105.96026,16015.73255
"Anterolateral visual area, layer 6b",193,124,317,0.012765625,0.014,0.026765625,15118.72705,8857.142857
"Anteromedial nucleus, dorsal part",4,3,7,0.15025,0.14978125,0.30003125,26.62229617,20.02920926
"Anteromedial nucleus, ventral part",3,0,3,0.100125,0.09953125,0.19965625,29.96254682,0
"Anteromedial visual area, layer 1",271,338,609,0.091984375,0.088734375,0.18071875,2946.152539,3809.121324
"Anteromedial visual area, layer 2/3",3652,3117,6769,0.137265625,0.136328125,0.27359375,26605.35003,22863.95415
"Anteromedial visual area, layer 4",1221,1183,2404,0.039671875,0.039484375,0.07915625,30777.47145,29961.21884
"Anteromedial visual area, layer 5",2475,2289,4764,0.151078125,0.14746875,0.298546875,16382.25256,15521.93261
"Anteromedial visual area, layer 6a",1161,953,2114,0.0916875,0.089625,0.1813125,12662.57669,10633.19386
"Anteromedial visual area, layer 6b",209,186,395,0.01640625,0.01628125,0.0326875,12739.04762,11424.18426
Anteroventral nucleus of thalamus,20,25,45,0.249859375,0.25265625,0.502515625,80.04502533,98.94867038
Anteroventral periventricular nucleus,5,1,6,0.107984375,0.110265625,0.21825,46.30299523,9.069009494
Anteroventral preoptic nucleus,6,12,18,0.05371875,0.05359375,0.1073125,111.6928447,223.9067055
arbor vitae,3084,8827,11911,3.51296875,3.634359375,7.147328125,877.8899613,2428.763666
Arcuate hypothalamic nucleus,27,15,42,0.178359375,0.1829375,0.361296875,151.3797635,81.99521695
Area postrema,18,31,49,0.023265625,0.030296875,0.0535625,773.6736064,1023.207839
Area prostriata,406,1204,1610,0.2430625,0.250046875,0.493109375,1670.352276,4815.097169
auditory radiation,309,904,1213,0.24525,0.23228125,0.47753125,1259.938838,3891.833715
Barrington's nucleus,1,3,4,0.006859375,0.00696875,0.013828125,145.785877,430.4932735
"Basolateral amygdalar nucleus, anterior part",560,130,690,0.45225,0.447546875,0.899796875,1238.253179,290.4723667
"Basolateral amygdalar nucleus, posterior part",1065,622,1687,0.4360625,0.413640625,0.849703125,2442.310449,1503.720772
"Basolateral amygdalar nucleus, ventral part",193,87,280,0.262796875,0.26503125,0.527828125,734.4075153,328.2631765
"Basomedial amygdalar nucleus, anterior part",102,233,335,0.433765625,0.456296875,0.8900625,235.1500306,510.6324693
"Basomedial amygdalar nucleus, posterior part",237,328,565,0.395515625,0.398109375,0.793625,599.2177932,823.8941874
Bed nuclei of the stria terminalis,65,64,129,0.767515625,0.770390625,1.53790625,84.68882962,83.07473887
Bed nucleus of the accessory olfactory tract,6,11,17,0.014,0.01521875,0.02921875,428.5714286,722.7926078
Bed nucleus of the anterior commissure,0,0,0,0.00428125,0.004109375,0.008390625,0,0
brachium of the inferior colliculus,1,12,13,0.172359375,0.175015625,0.347375,5.801831203,68.56530667
brachium of the superior colliculus,35,207,242,0.1380625,0.13071875,0.26878125,253.5083748,1583.552474
Caudoputamen,12110,11851,23961,16.89890625,16.7350625,33.63396875,716.6144259,708.1539134
"Central amygdalar nucleus, capsular part",27,5,32,0.1736875,0.17434375,0.34803125,155.4516013,28.67897473
"Central amygdalar nucleus, lateral part",1,17,18,0.138484375,0.140609375,0.27909375,7.221031254,120.9023225
"Central amygdalar nucleus, medial part",25,108,133,0.387390625,0.401859375,0.78925,64.53434437,268.750729
"central canal, spinal cord/medulla",0,0,0,0,0,0,0,0
Central lateral nucleus of the thalamus,12,40,52,0.245984375,0.243984375,0.48996875,48.78358636,163.9449248
Central linear nucleus raphe,0,0,0,0.03859375,0.0469375,0.08553125,0,0
Central medial nucleus of the thalamus,3,0,3,0.155875,0.178828125,0.334703125,19.24619086,0
cerebal peduncle,114,133,247,0.4290625,0.420859375,0.849921875,265.6955572,316.0200483
cerebellar commissure,0,17,17,0.032984375,0.033859375,0.06684375,0,502.0766036
Cerebellum,127,1483,1610,0.40696875,0.39109375,0.7980625,312.0632727,3791.929684
cerebral aqueduct,64,156,220,0.207203125,0.257421875,0.464625,308.8756504,606.0091047
choroid plexus,335,4601,4936,0.75625,0.7854375,1.5416875,442.9752066,5857.881754
cingulum bundle,3048,3362,6410,0.86565625,0.860375,1.72603125,3521.028122,3907.598431
