structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"Agranular insular area, ventral part, layer 5",47,693,740,0.43059375,0.465203125,0.895796875,109.1516075,1489.67185
"Agranular insular area, ventral part, layer 6a",72,352,424,0.1091875,0.112203125,0.221390625,659.416142,3137.167525
"Agranular insular area, ventral part, layer 6b",0,0,0,0.00196875,0.002234375,0.004203125,0,0
alveus,717,3076,3793,0.9564375,0.91640625,1.87284375,749.65693,3356.58994
amygdalar capsule,14,448,462,0.119125,0.1205625,0.2396875,117.5236097,3715.914982
Anterior amygdalar area,20,550,570,0.37025,0.36746875,0.73771875,54.01755571,1496.725912
"Anterior area, layer 1",249,554,803,0.161078125,0.14725,0.308328125,1545.833738,3762.308998
"Anterior area, layer 2/3",852,3607,4459,0.289328125,0.250828125,0.54015625,2944.75347,14380.36504
"Anterior area, layer 4",79,721,800,0.106671875,0.086140625,0.1928125,740.5888384,8370.034464
"Anterior area, layer 5",52,638,690,0.244546875,0.2104375,0.454984375,212.6381701,3031.779032
"Anterior area, layer 6a",49,327,376,0.154296875,0.1398125,0.294109375,317.5696203,2338.84667
"Anterior area, layer 6b",10,53,63,0.027515625,0.024515625,0.05203125,363.4298694,2161.886552
"Anterior cingulate area, dorsal part, layer 1",202,441,643,0.316421875,0.404796875,0.72121875,638.3882277,1089.435288
"Anterior cingulate area, dorsal part, layer 2/3",261,2493,2754,0.37040625,0.373953125,0.744359375,704.6317388,6666.610956
"Anterior cingulate area, dorsal part, layer 5",112,2191,2303,0.746328125,0.776375,1.522703125,150.0680415,2822.089841
"Anterior cingulate area, dorsal part, layer 6a",45,281,326,0.46584375,0.48796875,0.9538125,96.59891326,575.8565482
"Anterior cingulate area, dorsal part, layer 6b",4,14,18,0.0174375,0.017671875,0.035109375,229.390681,792.219275
"Anterior cingulate area, ventral part, 6a",39,71,110,0.2586875,0.262578125,0.521265625,150.7610534,270.3957156
"Anterior cingulate area, ventral part, 6b",3,20,23,0.04434375,0.044109375,0.088453125,67.65327696,453.4183493
"Anterior cingulate area, ventral part, layer 1",12,46,58,0.287375,0.3799375,0.6673125,41.75728578,121.0725448
"Anterior cingulate area, ventral part, layer 2/3",57,154,211,0.3704375,0.35290625,0.72334375,153.8721107,436.3765164
"Anterior cingulate area, ventral part, layer 5",65,111,176,0.703609375,0.719015625,1.422625,92.38080433,154.37773
"anterior commissure, olfactory limb",269,261,530,0.5246875,0.587609375,1.112296875,512.6861227,444.1726274
"anterior commissure, temporal limb",5,143,148,0.1661875,0.167765625,0.333953125,30.08649868,852.3796219
Anterior hypothalamic nucleus,8,35,43,0.519125,0.5005625,1.0196875,15.41054659,69.92133849
Anterior olfactory nucleus,2029,3692,5721,3.070765625,3.601609375,6.672375,660.7472689,1025.097287
Anterior pretectal nucleus,3268,13355,16623,0.86721875,0.843203125,1.710421875,3768.368707,15838.41379
Anterior tegmental nucleus,30,687,717,0.022890625,0.022546875,0.0454375,1310.580205,30469.85447
Anterodorsal nucleus,17,3,20,0.114796875,0.114484375,0.22928125,148.0876548,26.2044493
Anterodorsal preoptic nucleus,0,14,14,0.078078125,0.0793125,0.157390625,0,176.5169425
"Anterolateral visual area, layer 1",63,114,177,0.066953125,0.078609375,0.1455625,940.9568261,1450.208706
"Anterolateral visual area, layer 2/3",815,2095,2910,0.114953125,0.131703125,0.24665625,7089.846405,15906.98778
"Anterolateral visual area, layer 4",232,905,1137,0.062578125,0.06728125,0.129859375,3707.365793,13450.99861
"Anterolateral visual area, layer 5",195,1001,1196,0.1226875,0.131015625,0.253703125,1589.403974,7640.310078
"Anterolateral visual area, layer 6a",162,666,828,0.067953125,0.071625,0.139578125,2383.996321,9298.429319
"Anterolateral visual area, layer 6b",32,141,173,0.0143125,0.0141875,0.0285,2235.80786,9938.325991
"Anteromedial nucleus, dorsal part",7,33,40,0.1850625,0.181296875,0.366359375,37.8250591,182.0218909
"Anteromedial nucleus, ventral part",5,27,32,0.124140625,0.12321875,0.247359375,40.27690371,219.1224956
"Anteromedial visual area, layer 1",419,656,1075,0.094921875,0.075921875,0.17084375,4414.156379,8640.461
"Anteromedial visual area, layer 2/3",1077,3236,4313,0.147078125,0.121578125,0.26865625,7322.638904,26616.63025
"Anteromedial visual area, layer 4",168,880,1048,0.041765625,0.033515625,0.07528125,4022.446689,26256.41026
"Anteromedial visual area, layer 5",195,1367,1562,0.15990625,0.13365625,0.2935625,1219.46453,10227.72972
"Anteromedial visual area, layer 6a",162,631,793,0.096578125,0.0825625,0.179140625,1677.398479,7642.694928
"Anteromedial visual area, layer 6b",12,86,98,0.01728125,0.01434375,0.031625,694.3942134,5995.642702
Anteroventral nucleus of thalamus,11,83,94,0.304546875,0.298015625,0.6025625,36.11923452,278.5088869
Anteroventral periventricular nucleus,0,0,0,0.13546875,0.1410625,0.27653125,0,0
Anteroventral preoptic nucleus,1,3,4,0.0689375,0.070828125,0.139765625,14.50589302,42.35605559
arbor vitae,2891,18472,21363,4.2473125,3.912421875,8.159734375,680.6657151,4721.372232
Arcuate hypothalamic nucleus,11,330,341,0.17425,0.174234375,0.348484375,63.1276901,1894.000538
Area postrema,8,34,42,0.025375,0.033265625,0.058640625,315.270936,1022.076092
Area prostriata,28,176,204,0.22296875,0.21090625,0.433875,125.5781359,834.4939991
auditory radiation,114,2522,2636,0.27428125,0.276328125,0.550609375,415.6317648,9126.830647
Barrington's nucleus,1,1,2,0.0075625,0.00746875,0.01503125,132.231405,133.8912134
"Basolateral amygdalar nucleus, anterior part",90,1703,1793,0.57640625,0.5543125,1.13071875,156.1398753,3072.274214
"Basolateral amygdalar nucleus, posterior part",458,2811,3269,0.56540625,0.51453125,1.0799375,810.0370309,5463.225023
"Basolateral amygdalar nucleus, ventral part",426,2127,2553,0.33525,0.3089375,0.6441875,1270.693512,6884.88772
"Basomedial amygdalar nucleus, anterior part",153,561,714,0.57025,0.558875,1.129125,268.3033757,1003.802281
"Basomedial amygdalar nucleus, posterior part",184,1738,1922,0.557796875,0.512453125,1.07025,329.869184,3391.529713
Bed nuclei of the stria terminalis,16,385,401,1.055515625,1.047875,2.103390625,15.15846817,367.410235
Bed nucleus of the accessory olfactory tract,2,6,8,0.01740625,0.016984375,0.034390625,114.9012567,353.2658694
Bed nucleus of the anterior commissure,0,0,0,0.00584375,0.005453125,0.011296875,0,0
brachium of the inferior colliculus,36,422,458,0.16840625,0.160171875,0.328578125,213.7687883,2634.669788
brachium of the superior colliculus,13,132,145,0.140953125,0.131515625,0.27246875,92.22924288,1003.683022
Caudoputamen,5926,51413,57339,19.02740625,18.52829688,37.55570313,311.4454972,2774.836799
"Central amygdalar nucleus, capsular part",12,213,225,0.2271875,0.222078125,0.449265625,52.81980743,959.1219306
"Central amygdalar nucleus, lateral part",5,99,104,0.188875,0.1838125,0.3726875,26.47253475,538.5923155
"Central amygdalar nucleus, medial part",5,84,89,0.544625,0.538078125,1.082703125,9.180628873,156.1111595
"central canal, spinal cord/medulla",0,1,1,0,0,0,0,0
Central lateral nucleus of the thalamus,29,51,80,0.256296875,0.252671875,0.50896875,113.1500335,201.842805
Central linear nucleus raphe,9,207,216,0.042953125,0.0515625,0.094515625,209.5307385,4014.545455
Central medial nucleus of the thalamus,0,3,3,0.167578125,0.1920625,0.359640625,0,15.61991539
cerebal peduncle,127,1025,1152,0.528609375,0.524578125,1.0531875,240.2530224,1953.951092
cerebellar commissure,2,77,79,0.038421875,0.03965625,0.078078125,52.05368036,1941.686367
Cerebellum,431,2747,3178,0.47934375,0.450796875,0.930140625,899.1459678,6093.6536
cerebral aqueduct,35,234,269,0.22371875,0.279953125,0.503671875,156.4464311,835.8542167
choroid plexus,783,1957,2740,0.866109375,0.8925,1.758609375,904.0428641,2192.717087
cingulum bundle,321,2588,2909,0.893390625,0.846453125,1.73984375,359.3053151,3057.46405
Claustrum,78,871,949,0.3645,0.37775,0.74225,213.9917695,2305.757776
columns of the fornix,30,144,174,0.198453125,0.194078125,0.39253125,151.1691993,741.9692456
commissural branch of stria terminalis,0,4,4,0.026265625,0.025203125,0.05146875,0,158.7104774
Copula pyramidis,1259,6802,8061,1.58840625,1.476515625,3.064921875,792.6183871,4606.79175
"corpus callosum, anterior forceps",34,216,250,0.638296875,0.678921875,1.31721875,53.2667499,318.151481
"corpus callosum, body",468,5869,6337,2.0551875,2.04759375,4.10278125,227.7164492,2866.291226
"corpus callosum, extreme capsule",38,374,412,0.0653125,0.06715625,0.13246875,581.8181818,5569.101908
"corpus callosum, posterior forceps",576,3217,3793,0.920671875,0.86003125,1.780703125,625.6300596,3740.561753
"corpus callosum, splenium",171,1273,1444,0.502859375,0.48878125,0.991640625,340.0553087,2604.437056
"Cortical amygdalar area, anterior part",243,915,1158,0.552546875,0.555796875,1.10834375,439.7816927,1646.284895
"Cortical amygdalar area, posterior part, lateral zone",936,4176,5112,0.91609375,0.85415625,1.77025,1021.72949,4889.035232
"Cortical amygdalar area, posterior part, medial zone",1639,3241,4880,0.888921875,0.845328125,1.73425,1843.806577,3834.014159
Cortical subplate,134,837,971,0.2770625,0.267125,0.5441875,483.6453869,3133.36453
corticospinal tract,20,803,823,0.04415625,0.042828125,0.086984375,452.9370134,18749.36155
crossed tectospinal pathway,155,3129,3284,0.25578125,0.249546875,0.505328125,605.9865608,12538.72644
Crus 1,5893,38098,43991,3.94059375,3.54984375,7.4904375,1495.459916,10732.30336
Crus 2,6829,41402,48231,3.436140625,3.1795,6.615640625,1987.40411,13021.54427
cuneate fascicle,0,11,11,0.012609375,0.01309375,0.025703125,0,840.0954654
Cuneate nucleus,11,559,570,0.18603125,0.18734375,0.373375,59.1298505,2983.81985
Cuneiform nucleus,350,3722,4072,0.340890625,0.327046875,0.6679375,1026.722281,11380.6316
Declive (VI),4728,22635,27363,2.137421875,2.121171875,4.25859375,2212.010673,10670.98818
"Dentate gyrus, granule cell layer",241,471,712,1.1135625,1.041609375,2.155171875,216.4225178,452.1848702
"Dentate gyrus, molecular layer",426,1734,2160,2.995453125,2.772671875,5.768125,142.2155454,625.3895442
"Dentate gyrus, polymorph layer",151,235,386,0.47496875,0.439296875,0.914265625,317.9156523,534.9457585
Dentate nucleus,21,1083,1104,0.183921875,0.171375,0.355296875,114.1789143,6319.474836
Diagonal band nucleus,16,171,187,0.535375,0.58240625,1.11778125,29.88559421,293.6094865
direct tectospinal pathway,0,0,0,1.56E-05,0,1.56E-05,0,0
doral tegmental decussation,0,17,17,0.003734375,0.004625,0.008359375,0,3675.675676
dorsal acoustic stria,8,30,38,0.006328125,0.005734375,0.0120625,1264.197531,5231.607629
"Dorsal auditory area, layer 1",180,1125,1305,0.11790625,0.14396875,0.261875,1526.636629,7814.195789
"Dorsal auditory area, layer 2/3",630,4577,5207,0.191859375,0.23521875,0.427078125,3283.655021,19458.4828
"Dorsal auditory area, layer 4",81,1471,1552,0.07984375,0.0929375,0.17278125,1014.481409,15827.84129
"Dorsal auditory area, layer 5",219,2897,3116,0.208796875,0.237015625,0.4458125,1048.866273,12222.82286
"Dorsal auditory area, layer 6a",127,1885,2012,0.116515625,0.1230625,0.239578125,1089.982567,15317.42001
"Dorsal auditory area, layer 6b",24,373,397,0.01928125,0.020671875,0.039953125,1244.732577,18043.83976
Dorsal cochlear nucleus,68,1386,1454,0.310546875,0.30440625,0.614953125,218.9685535,4553.125962
dorsal fornix,0,10,10,0.024625,0.0275,0.052125,0,363.6363636
dorsal hippocampal commissure,104,2748,2852,0.65425,0.615265625,1.269515625,158.960642,4466.363613
dorsal limb,2,6,8,0.089890625,0.102078125,0.19196875,22.24926125,58.77850911
Dorsal motor nucleus of the vagus nerve,35,288,323,0.092375,0.09190625,0.18428125,378.8903924,3133.628018
Dorsal nucleus raphe,9,122,131,0.073375,0.104953125,0.178328125,122.6575809,1162.423701
"Dorsal part of the lateral geniculate complex, core",41,978,1019,0.288453125,0.274046875,0.5625,142.137479,3568.732539
"Dorsal part of the lateral geniculate complex, ipsilateral zone",20,218,238,0.0675,0.06365625,0.13115625,296.2962963,3424.644084
"Dorsal part of the lateral geniculate complex, shell",28,358,386,0.1448125,0.1324375,0.27725,193.3534743,2703.161869
Dorsal peduncular area,31,54,85,0.396453125,0.43440625,0.830859375,78.19335514,124.3076038
Dorsal premammillary nucleus,5,26,31,0.076609375,0.0775,0.154109375,65.26616357,335.483871
dorsal spinocerebellar tract,16,410,426,0.07515625,0.077265625,0.152421875,212.8898129,5306.370071
Dorsal tegmental nucleus,4,18,22,0.055609375,0.054453125,0.1100625,71.9303175,330.5595409
Dorsal terminal nucleus of the accessory optic tract,4,1,5,0.007890625,0.00725,0.015140625,506.9306931,137.9310345
Dorsomedial nucleus of the hypothalamus,7,36,43,0.24875,0.235390625,0.484140625,28.14070352,152.9372718
Ectorhinal area/Layer 1,115,626,741,0.167734375,0.2024375,0.370171875,685.6078249,3092.312442
Ectorhinal area/Layer 2/3,621,6039,6660,0.321015625,0.3601875,0.681203125,1934.485276,16766.26757
Ectorhinal area/Layer 5,759,7064,7823,0.36434375,0.401328125,0.765671875,2083.19753,17601.55733
Ectorhinal area/Layer 6a,404,2330,2734,0.275046875,0.291546875,0.56659375,1468.840539,7991.853797
Ectorhinal area/Layer 6b,23,243,266,0.0415,0.038234375,0.079734375,554.2168675,6355.537393
Edinger-Westphal nucleus,0,3,3,0.01190625,0.020234375,0.032140625,0,148.2625483
"Endopiriform nucleus, dorsal part",196,4734,4930,1.2504375,1.289203125,2.539640625,156.7451392,3672.035778
"Endopiriform nucleus, ventral part",560,3774,4334,0.744828125,0.714546875,1.459375,751.851308,5281.66889
"Entorhinal area, lateral part, layer 1",1559,6951,8510,0.65415625,0.750234375,1.404390625,2383.222663,9265.104655
"Entorhinal area, lateral part, layer 2",3667,21097,24764,1.086625,1.195484375,2.282109375,3374.669274,17647.24027
"Entorhinal area, lateral part, layer 3",2976,13919,16895,0.903765625,0.9615,1.865265625,3292.889127,14476.33905
"Entorhinal area, lateral part, layer 5",1697,9837,11534,0.999953125,1.01684375,2.016796875,1697.079551,9674.052675
"Entorhinal area, lateral part, layer 6a",1727,8190,9917,0.726484375,0.704640625,1.431125,2377.20185,11622.94609
"Entorhinal area, medial part, dorsal zone, layer 1",892,2461,3353,0.79928125,0.76609375,1.565375,1116.002659,3212.400571
"Entorhinal area, medial part, dorsal zone, layer 2",1149,4975,6124,0.816359375,0.767671875,1.58403125,1407.468371,6480.633409
"Entorhinal area, medial part, dorsal zone, layer 3",1040,5549,6589,0.64075,0.591140625,1.231890625,1623.097932,9386.93733
"Entorhinal area, medial part, dorsal zone, layer 5",1178,5067,6245,0.594203125,0.5448125,1.139015625,1982.487049,9300.447402
"Entorhinal area, medial part, dorsal zone, layer 6",633,4317,4950,0.412078125,0.372375,0.784453125,1536.116483,11593.15206
Ethmoid nucleus of the thalamus,82,806,888,0.162625,0.15753125,0.32015625,504.2275173,5116.44515
external capsule,667,3826,4493,0.604953125,0.6128125,1.217765625,1102.564765,6243.345232
External cuneate nucleus,9,329,338,0.118359375,0.11421875,0.232578125,76.03960396,2880.437756
external medullary lamina of the thalamus,15,160,175,0.076421875,0.073921875,0.15034375,196.2788796,2164.447263
Facial motor nucleus,24,905,929,0.43784375,0.44478125,0.882625,54.81407466,2034.708073
facial nerve,10,85,95,0.037859375,0.038140625,0.076,264.1353694,2228.594838
fasciculus retroflexus,34,427,461,0.112015625,0.110390625,0.22240625,303.5290836,3868.082095
Fasciola cinerea,8,8,16,0.043046875,0.042125,0.085171875,185.8439201,189.9109792
Fastigial nucleus,29,1520,1549,0.29609375,0.2759375,0.57203125,97.94195251,5508.493771
fiber tracts,240,2138,2378,1.05259375,1.0459375,2.09853125,228.008194,2044.099193
Field CA1,3231,9680,12911,7.190578125,6.747,13.93757813,449.3380009,1434.711724
Field CA2,94,319,413,0.333296875,0.31328125,0.646578125,282.0308471,1018.254364
Field CA3,802,4188,4990,4.3675,4.119546875,8.487046875,183.6290784,1016.616664
Fields of Forel,72,648,720,0.150453125,0.155265625,0.30571875,478.554367,4173.493006
fimbria,98,1595,1693,1.04503125,1.010140625,2.055171875,93.77709997,1578.988074
Flocculus,256,3874,4130,0.696375,0.66603125,1.36240625,367.6180219,5816.543893
Folium-tuber vermis (VII),1428,7636,9064,0.671453125,0.671234375,1.3426875,2126.730738,11376.05624
fourth ventricle,207,628,835,0.250203125,0.270703125,0.52090625,827.3277962,2319.88456
"Frontal pole, layer 1",155,99,254,0.145359375,0.160421875,0.30578125,1066.322692,617.1228207
"Frontal pole, layer 2/3",110,109,219,0.136328125,0.15315625,0.289484375,806.8767908,711.6914915
"Frontal pole, layer 5",134,207,341,0.22353125,0.258046875,0.481578125,599.4687544,802.1798365
"Frontal pole, layer 6a",41,172,213,0.072984375,0.084015625,0.157,561.7640762,2047.238237
"Frontal pole, layer 6b",0,0,0,0.000765625,0.000828125,0.00159375,0,0
Fundus of striatum,5,232,237,0.327828125,0.32384375,0.651671875,15.25189457,716.3948664
genu of corpus callosum,37,250,287,0.604296875,0.6285625,1.232859375,61.22818358,397.7329223
genu of the facial nerve,1,2,3,0.0136875,0.0136875,0.027375,73.05936073,146.1187215
Gigantocellular reticular nucleus,294,5379,5673,1.225875,1.26328125,2.48915625,239.8286938,4257.959184
"Globus pallidus, external segment",121,1659,1780,1.139140625,1.108078125,2.24721875,106.2204238,1497.186852
"Globus pallidus, internal segment",6,607,613,0.291328125,0.29496875,0.586296875,20.59533387,2057.845111
Gracile nucleus,0,0,0,0.044984375,0.04715625,0.092140625,0,0
"Gustatory areas, layer 1",22,194,216,0.11496875,0.131875,0.24684375,191.3563468,1471.090047
"Gustatory areas, layer 2/3",125,1374,1499,0.23478125,0.266203125,0.500984375,532.4104885,5161.47209
"Gustatory areas, layer 4",16,365,381,0.0895625,0.09721875,0.18678125,178.6461968,3754.419801
"Gustatory areas, layer 5",137,1221,1358,0.336078125,0.358640625,0.69471875,407.6433121,3404.522285
"Gustatory areas, layer 6a",50,745,795,0.28471875,0.2936875,0.57840625,175.6118977,2536.709938
"Gustatory areas, layer 6b",0,95,95,0.026484375,0.027359375,0.05384375,0,3472.301542
habenular commissure,29,9,38,0.032359375,0.033984375,0.06634375,896.1854177,264.8275862
Hippocampal formation,196,2120,2316,0.278328125,0.26478125,0.543109375,704.2047943,8006.609229
Hippocampo-amygdalar transition area,192,563,755,0.26678125,0.24778125,0.5145625,719.6907579,2272.165469
Hypoglossal nucleus,73,818,891,0.13953125,0.14659375,0.286125,523.1802912,5580.046898
Hypothalamus,174,1050,1224,1.915890625,1.924046875,3.8399375,90.81938067,545.7247501
Induseum griseum,1,4,5,0.080921875,0.102921875,0.18384375,12.35759799,38.86442994
inferior cerebellar peduncle,143,2770,2913,0.359234375,0.344765625,0.704,398.0688095,8034.443689
inferior colliculus commissure,15,35,50,0.011703125,0.012515625,0.02421875,1281.708945,2796.50437
"Inferior colliculus, central nucleus",1530,11068,12598,0.8295,0.77178125,1.60128125,1844.484629,14340.85112
"Inferior colliculus, dorsal nucleus",1810,5700,7510,1.03978125,0.981453125,2.021234375,1740.750759,5807.714963
"Inferior colliculus, external nucleus",2859,18528,21387,1.493203125,1.384234375,2.8774375,1914.675875,13385.01654
Inferior olivary complex,124,2747,2871,0.246171875,0.249734375,0.49590625,503.713107,10999.68717
Inferior salivatory nucleus,0,5,5,0.0034375,0.003296875,0.006734375,0,1516.587678
Infracerebellar nucleus,4,180,184,0.030046875,0.029328125,0.059375,133.125325,6137.453383
"Infralimbic area, layer 1",51,20,71,0.102328125,0.142328125,0.24465625,498.3967018,140.5203645
"Infralimbic area, layer 2/3",17,141,158,0.11465625,0.117140625,0.231796875,148.2692832,1203.681473
"Infralimbic area, layer 5",202,451,653,0.262390625,0.280171875,0.5425625,769.8445781,1609.726173
"Infralimbic area, layer 6a",46,41,87,0.157890625,0.172546875,0.3304375,291.3409203,237.6165897
"Infralimbic area, layer 6b",0,1,1,0.0081875,0.009046875,0.017234375,0,110.5354059
Interanterodorsal nucleus of the thalamus,0,3,3,0.080828125,0.083390625,0.16421875,0,35.975267
Interanteromedial nucleus of the thalamus,0,1,1,0.02978125,0.034984375,0.064765625,0,28.58418937
Intercalated amygdalar nucleus,12,153,165,0.137765625,0.13159375,0.269359375,87.1044573,1162.6692
Interfascicular nucleus raphe,0,30,30,0.04459375,0.054234375,0.098828125,0,553.1547105
Intergeniculate leaflet of the lateral geniculate complex,29,466,495,0.044421875,0.043515625,0.0879375,652.831516,10708.79713
Intermediate geniculate nucleus,32,115,147,0.01565625,0.014703125,0.030359375,2043.912176,7821.466525
Intermediate reticular nucleus,355,7168,7523,1.345859375,1.349265625,2.695125,263.7719858,5312.519542
Intermediodorsal nucleus of the thalamus,2,14,16,0.1075,0.144125,0.251625,18.60465116,97.13790113
internal capsule,577,5967,6544,1.441625,1.42040625,2.86203125,400.2427816,4200.910831
Interpeduncular nucleus,0,7,7,0.00509375,0.006484375,0.011578125,0,1079.518072
"Interpeduncular nucleus, apical",0,4,4,0.01178125,0.016,0.02778125,0,250
"Interpeduncular nucleus, caudal",0,3,3,0.032328125,0.041421875,0.07375,0,72.42549981
"Interpeduncular nucleus, dorsolateral",0,11,11,0.0209375,0.0214375,0.042375,0,513.1195335
"Interpeduncular nucleus, dorsomedial",0,5,5,0.01003125,0.011234375,0.021265625,0,445.0625869
"Interpeduncular nucleus, intermediate",0,2,2,0.0180625,0.017921875,0.035984375,0,111.5954664
"Interpeduncular nucleus, lateral",0,39,39,0.033734375,0.033484375,0.06721875,0,1164.722352
"Interpeduncular nucleus, rostral",0,1,1,0.0393125,0.04934375,0.08865625,0,20.26599113
"Interpeduncular nucleus, rostrolateral",0,3,3,0.010546875,0.011296875,0.02184375,0,265.560166
Interposed nucleus,58,3295,3353,0.49375,0.451921875,0.945671875,117.4683544,7291.083221
Interstitial nucleus of Cajal,4,233,237,0.05,0.049875,0.099875,80,4671.679198
Intertrigeminal nucleus,0,395,395,0.021890625,0.021921875,0.0438125,0,18018.53172
Koelliker-Fuse subnucleus,22,463,485,0.090953125,0.0883125,0.179265625,241.882838,5242.745931
Lateral amygdalar nucleus,46,2142,2188,0.626296875,0.60440625,1.230703125,73.44759624,3543.973941
Lateral dorsal nucleus of thalamus,33,218,251,0.70946875,0.687765625,1.397234375,46.51367661,316.968444
Lateral habenula,70,47,117,0.2449375,0.24325,0.4881875,285.7871906,193.2168551
Lateral hypothalamic area,34,304,338,1.427890625,1.39678125,2.824671875,23.8113476,217.6432423
lateral lemniscus,980,9228,10208,0.478203125,0.463265625,0.94146875,2049.338343,19919.45765
Lateral mammillary nucleus,9,4,13,0.044203125,0.0443125,0.088515625,203.6055143,90.26798307
"lateral olfactory tract, body",276,449,725,0.501578125,0.57875,1.080328125,550.2632317,775.8099352
Lateral posterior nucleus of the thalamus,253,1402,1655,0.847703125,0.8041875,1.651890625,298.4535417,1743.374524
Lateral preoptic area,2,47,49,0.419875,0.419828125,0.839703125,4.763322417,111.950575
lateral recess,74,458,532,0.24746875,0.237421875,0.484890625,299.027655,1929.05561
"Lateral reticular nucleus, magnocellular part",58,1517,1575,0.2584375,0.26696875,0.52540625,224.4256348,5682.313005
"Lateral reticular nucleus, parvicellular part",18,409,427,0.028203125,0.0278125,0.056015625,638.2271468,14705.61798
"Lateral septal nucleus, caudal (caudodorsal) part",11,134,145,0.40984375,0.407984375,0.817828125,26.83949676,328.4439508
"Lateral septal nucleus, rostral (rostroventral) part",28,61,89,1.469625,1.489796875,2.959421875,19.05247937,40.94517919
"Lateral septal nucleus, ventral part",1,76,77,0.48709375,0.48915625,0.97625,2.052992879,155.3695777
Lateral terminal nucleus of the accessory optic tract,3,10,13,0.0116875,0.011921875,0.023609375,256.684492,838.7942333
lateral ventricle,798,2475,3273,1.506875,1.4863125,2.9931875,529.5727914,1665.194903
Lateral vestibular nucleus,97,833,930,0.143640625,0.136890625,0.28053125,675.2964212,6085.150097
"Lateral visual area, layer 1",337,1492,1829,0.107671875,0.122796875,0.23046875,3129.879553,12150.14633
"Lateral visual area, layer 2/3",1342,5287,6629,0.178203125,0.198296875,0.3765,7530.732135,26662.04397
"Lateral visual area, layer 4",379,2301,2680,0.107640625,0.1166875,0.224328125,3520.975468,19719.33583
"Lateral visual area, layer 5",448,2721,3169,0.19196875,0.201703125,0.393671875,2333.713169,13490.12317
"Lateral visual area, layer 6a",383,1380,1763,0.129671875,0.130328125,0.26,2953.608869,10588.65843
"Lateral visual area, layer 6b",31,228,259,0.02440625,0.02471875,0.049125,1270.166453,9223.767383
Laterodorsal tegmental nucleus,10,82,92,0.111859375,0.11196875,0.223828125,89.39796061,732.3471951
"Laterointermediate area, layer 1",71,446,517,0.044,0.051828125,0.095828125,1613.636364,8605.366295
"Laterointermediate area, layer 2/3",290,2041,2331,0.069609375,0.080078125,0.1496875,4166.105499,25487.60976
"Laterointermediate area, layer 4",87,938,1025,0.0344375,0.03853125,0.07296875,2526.315789,24343.87672
"Laterointermediate area, layer 5",165,1321,1486,0.0914375,0.097234375,0.188671875,1804.511278,13585.73036
"Laterointermediate area, layer 6a",101,533,634,0.05,0.052078125,0.102078125,2020,10234.62346
"Laterointermediate area, layer 6b",18,73,91,0.01040625,0.00953125,0.0199375,1729.72973,7659.016393
Linear nucleus of the medulla,9,654,663,0.0304375,0.029125,0.0595625,295.687885,22454.93562
Lingula (I),27,136,163,0.062203125,0.069421875,0.131625,434.0617935,1959.036687
Lobule II,129,935,1064,0.781609375,0.7930625,1.574671875,165.0440797,1178.973914
