structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,2,22,24,0.01234375,0.012265625,0.024609375,162.0253165,1793.630573
Accessory facial motor nucleus,2,0,2,0.001890625,0.00196875,0.003859375,1057.85124,0
"Accessory olfactory bulb, glomerular layer",216,91,307,0.133140625,0.124484375,0.257625,1622.344795,731.0154387
"Accessory olfactory bulb, granular layer",394,236,630,0.207,0.1928125,0.3998125,1903.381643,1223.987034
"Accessory olfactory bulb, mitral layer",441,212,653,0.264765625,0.243171875,0.5079375,1665.624078,871.8113474
Accessory supraoptic group,27,16,43,0.003375,0.003390625,0.006765625,8000,4718.894009
Accessory trigeminal nucleus,14,5,19,0.0048125,0.005484375,0.010296875,2909.090909,911.6809117
"Agranular insular area, dorsal part, layer 1",652,592,1244,0.17190625,0.201625,0.37353125,3792.764952,2936.143831
"Agranular insular area, dorsal part, layer 2/3",2265,2226,4491,0.3620625,0.418625,0.7806875,6255.825997,5317.408182
"Agranular insular area, dorsal part, layer 5",3773,3805,7578,0.647703125,0.733921875,1.381625,5825.199624,5184.475527
"Agranular insular area, dorsal part, layer 6a",1749,2097,3846,0.390921875,0.435515625,0.8264375,4474.03973,4814.982241
"Agranular insular area, dorsal part, layer 6b",46,181,227,0.02465625,0.030515625,0.055171875,1865.652725,5931.387609
"Agranular insular area, posterior part, layer 1",605,788,1393,0.239671875,0.343578125,0.58325,2524.284504,2293.510392
"Agranular insular area, posterior part, layer 2/3",4183,5708,9891,0.44815625,0.58665625,1.0348125,9333.798201,9729.718212
"Agranular insular area, posterior part, layer 5",3922,6913,10835,0.421375,0.5036875,0.9250625,9307.62385,13724.77975
"Agranular insular area, posterior part, layer 6a",1800,2202,4002,0.2476875,0.275734375,0.523421875,7267.221802,7985.94662
"Agranular insular area, posterior part, layer 6b",35,70,105,0.012140625,0.01225,0.024390625,2882.882883,5714.285714
