structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Abducens nucleus,41,19,60,0.01059375,0.0106875,0.02128125,3870.20649,1777.777778
Accessory facial motor nucleus,0,1,1,0.00165625,0.002078125,0.003734375,0,481.2030075
"Accessory olfactory bulb, glomerular layer",586,1103,1689,0.11628125,0.174890625,0.291171875,5039.505509,6306.798892
"Accessory olfactory bulb, granular layer",711,1396,2107,0.16915625,0.210625,0.37978125,4203.214484,6627.893175
"Accessory olfactory bulb, mitral layer",1285,2430,3715,0.218515625,0.299796875,0.5183125,5880.586343,8105.488091
Accessory supraoptic group,2,6,8,0.00271875,0.002578125,0.005296875,735.6321839,2327.272727
Accessory trigeminal nucleus,3,27,30,0.0044375,0.0051875,0.009625,676.056338,5204.819277
"Agranular insular area, dorsal part, layer 1",770,877,1647,0.180484375,0.21690625,0.397390625,4266.29729,4043.221438
"Agranular insular area, dorsal part, layer 2/3",2751,3014,5765,0.375296875,0.429859375,0.80515625,7330.196927,7011.595362
"Agranular insular area, dorsal part, layer 5",6522,7084,13606,0.65440625,0.692828125,1.347234375,9966.286233,10224.75812
"Agranular insular area, dorsal part, layer 6a",1509,1594,3103,0.396296875,0.3815,0.777796875,3807.751449,4178.243775
"Agranular insular area, dorsal part, layer 6b",56,33,89,0.0251875,0.025921875,0.051109375,2223.325062,1273.056058
"Agranular insular area, posterior part, layer 1",772,627,1399,0.237703125,0.443640625,0.68134375,3247.748636,1413.306097
"Agranular insular area, posterior part, layer 2/3",4292,4919,9211,0.4525625,0.63775,1.0903125,9483.77296,7713.053704
"Agranular insular area, posterior part, layer 5",2874,5173,8047,0.428859375,0.485109375,0.91396875,6701.497431,10663.57458
"Agranular insular area, posterior part, layer 6a",1907,1852,3759,0.2485,0.246171875,0.494671875,7674.044266,7523.198984
"Agranular insular area, posterior part, layer 6b",46,66,112,0.0125,0.01034375,0.02284375,3680,6380.664653
"Agranular insular area, ventral part, layer 1",266,182,448,0.09275,0.1125625,0.2053125,2867.924528,1616.879511
"Agranular insular area, ventral part, layer 2/3",1161,1238,2399,0.231765625,0.264171875,0.4959375,5009.370997,4686.342935
"Agranular insular area, ventral part, layer 5",1644,3216,4860,0.29871875,0.335296875,0.634015625,5503.504551,9591.50007
"Agranular insular area, ventral part, layer 6a",561,641,1202,0.07484375,0.081796875,0.156640625,7495.615866,7836.485196
"Agranular insular area, ventral part, layer 6b",5,0,5,0.001625,0.001546875,0.003171875,3076.923077,0
alveus,3857,3452,7309,0.740625,0.6653125,1.4059375,5207.763713,5188.53922
amygdalar capsule,64,587,651,0.08884375,0.087015625,0.175859375,720.3658108,6745.914886
Anterior amygdalar area,224,480,704,0.24065625,0.23984375,0.4805,930.7882093,2001.302932
"Anterior area, layer 1",1086,1705,2791,0.11825,0.133984375,0.252234375,9183.932347,12725.36443
"Anterior area, layer 2/3",3445,4992,8437,0.20628125,0.236859375,0.443140625,16700.49992,21075.79656
"Anterior area, layer 4",710,833,1543,0.075109375,0.08259375,0.157703125,9452.881215,10085.50889
"Anterior area, layer 5",1114,1814,2928,0.16915625,0.192671875,0.361828125,6585.627194,9414.9704
"Anterior area, layer 6a",553,1178,1731,0.10609375,0.1183125,0.22440625,5212.371134,9956.682515
"Anterior area, layer 6b",21,130,151,0.018859375,0.021265625,0.040125,1113.504557,6113.152094
"Anterior cingulate area, dorsal part, layer 1",2311,1491,3802,0.217953125,0.287125,0.505078125,10603.19736,5192.860253
"Anterior cingulate area, dorsal part, layer 2/3",3970,4232,8202,0.254921875,0.266328125,0.52125,15573.39871,15890.17307
"Anterior cingulate area, dorsal part, layer 5",4065,5412,9477,0.493796875,0.55678125,1.050578125,8232.129861,9720.154908
"Anterior cingulate area, dorsal part, layer 6a",1787,2666,4453,0.308140625,0.368109375,0.67625,5799.300238,7242.412666
"Anterior cingulate area, dorsal part, layer 6b",38,85,123,0.011390625,0.013875,0.025265625,3336.076818,6126.126126
"Anterior cingulate area, ventral part, 6a",917,1482,2399,0.17475,0.205125,0.379875,5247.496423,7224.862888
"Anterior cingulate area, ventral part, 6b",75,195,270,0.02978125,0.03496875,0.06475,2518.363064,5576.407507
"Anterior cingulate area, ventral part, layer 1",1351,1021,2372,0.208578125,0.284390625,0.49296875,6477.189303,3590.13241
"Anterior cingulate area, ventral part, layer 2/3",3126,3212,6338,0.2680625,0.268390625,0.536453125,11661.45955,11967.63113
"Anterior cingulate area, ventral part, layer 5",3234,5280,8514,0.491359375,0.554234375,1.04559375,6581.740707,9526.655578
"anterior commissure, olfactory limb",1401,2121,3522,0.38665625,0.432640625,0.819296875,3623.373475,4902.452237
"anterior commissure, temporal limb",90,346,436,0.112765625,0.11159375,0.224359375,798.1155605,3100.532064
Anterior hypothalamic nucleus,234,216,450,0.337140625,0.29915625,0.636296875,694.0723919,722.0307114
Anterior olfactory nucleus,21704,29063,50767,2.47690625,2.90225,5.37915625,8762.544,10013.95469
Anterior pretectal nucleus,3684,8878,12562,0.748703125,0.842140625,1.59084375,4920.508379,10542.18231
Anterior tegmental nucleus,15,16,31,0.0174375,0.017625,0.0350625,860.2150538,907.8014184
Anterodorsal nucleus,273,116,389,0.07690625,0.08975,0.16665625,3549.776514,1292.479109
Anterodorsal preoptic nucleus,79,87,166,0.055140625,0.0533125,0.108453125,1432.700482,1631.887456
"Anterolateral visual area, layer 1",569,414,983,0.067453125,0.059625,0.127078125,8435.487607,6943.396226
"Anterolateral visual area, layer 2/3",3756,2485,6241,0.111671875,0.096328125,0.208,33634.25213,25797.2425
"Anterolateral visual area, layer 4",1787,1292,3079,0.057625,0.04784375,0.10546875,31010.84599,27004.57218
"Anterolateral visual area, layer 5",2223,1571,3794,0.110453125,0.091296875,0.20175,20126.18475,17207.59884
"Anterolateral visual area, layer 6a",1180,756,1936,0.05959375,0.04875,0.10834375,19800.73414,15507.69231
"Anterolateral visual area, layer 6b",220,117,337,0.0118125,0.009140625,0.020953125,18624.33862,12800
"Anteromedial nucleus, dorsal part",237,58,295,0.117578125,0.122765625,0.24034375,2015.681063,472.4449535
"Anteromedial nucleus, ventral part",205,53,258,0.078890625,0.0820625,0.160953125,2598.534363,645.8492003
"Anteromedial visual area, layer 1",1127,1779,2906,0.0675625,0.09028125,0.15784375,16680.85106,19705.08827
"Anteromedial visual area, layer 2/3",3121,3906,7027,0.103046875,0.13659375,0.239640625,30287.18726,28595.74468
"Anteromedial visual area, layer 4",693,821,1514,0.029875,0.039765625,0.069640625,23196.65272,20645.9725
"Anteromedial visual area, layer 5",1391,1924,3315,0.11359375,0.147421875,0.261015625,12245.39202,13050.98039
"Anteromedial visual area, layer 6a",892,763,1655,0.067890625,0.0864375,0.154328125,13138.78021,8827.187274
"Anteromedial visual area, layer 6b",46,26,72,0.012265625,0.01575,0.028015625,3750.318471,1650.793651
Anteroventral nucleus of thalamus,763,442,1205,0.19665625,0.225640625,0.422296875,3879.866518,1958.867114
Anteroventral periventricular nucleus,99,110,209,0.088015625,0.089390625,0.17740625,1124.800284,1230.554099
Anteroventral preoptic nucleus,60,71,131,0.0465,0.04440625,0.09090625,1290.322581,1598.874032
arbor vitae,26627,35175,61802,3.144625,3.36678125,6.51140625,8467.464324,10447.66422
Arcuate hypothalamic nucleus,823,530,1353,0.121609375,0.120578125,0.2421875,6767.570346,4395.490476
Area postrema,2,7,9,0.022828125,0.029890625,0.05271875,87.61122519,234.1871406
Area prostriata,660,3683,4343,0.279515625,0.2355625,0.515078125,2361.22757,15634.91642
auditory radiation,1347,921,2268,0.221078125,0.167859375,0.3889375,6092.868754,5486.735549
Barrington's nucleus,0,9,9,0.005921875,0.005671875,0.01159375,0,1586.77686
"Basolateral amygdalar nucleus, anterior part",1724,2313,4037,0.382265625,0.363609375,0.745875,4509.952994,6361.222122
"Basolateral amygdalar nucleus, posterior part",1456,2731,4187,0.357859375,0.327875,0.685734375,4068.637296,8329.393824
"Basolateral amygdalar nucleus, ventral part",707,1834,2541,0.208828125,0.20646875,0.415296875,3385.559297,8882.700166
"Basomedial amygdalar nucleus, anterior part",730,1871,2601,0.353484375,0.3638125,0.717296875,2065.154931,5142.758976
"Basomedial amygdalar nucleus, posterior part",1261,1592,2853,0.352359375,0.3044375,0.656796875,3578.73265,5229.316362
Bed nuclei of the stria terminalis,1584,1522,3106,0.742140625,0.704125,1.446265625,2134.366381,2161.548021
Bed nucleus of the accessory olfactory tract,27,26,53,0.012046875,0.01203125,0.024078125,2241.245136,2161.038961
Bed nucleus of the anterior commissure,19,2,21,0.00396875,0.003828125,0.007796875,4787.401575,522.4489796
brachium of the inferior colliculus,146,260,406,0.19628125,0.18134375,0.377625,743.8306002,1433.741168
brachium of the superior colliculus,318,506,824,0.1151875,0.104390625,0.219578125,2760.716224,4847.178566
Caudoputamen,29492,54096,83588,14.07603125,13.2911875,27.36721875,2095.192848,4070.065222
"Central amygdalar nucleus, capsular part",507,1030,1537,0.15296875,0.1378125,0.29078125,3314.402451,7473.922902
"Central amygdalar nucleus, lateral part",846,259,1105,0.1286875,0.1100625,0.23875,6574.06508,2353.208404
"Central amygdalar nucleus, medial part",1062,501,1563,0.362265625,0.316609375,0.678875,2931.550571,1582.391551
"central canal, spinal cord/medulla",0,3,3,0,0,0,0,0
Central lateral nucleus of the thalamus,469,388,857,0.1933125,0.23071875,0.42403125,2426.123505,1681.701205
Central linear nucleus raphe,54,87,141,0.03571875,0.043328125,0.079046875,1511.811024,2007.933646
Central medial nucleus of the thalamus,130,328,458,0.12365625,0.143125,0.26678125,1051.301491,2291.703057
cerebal peduncle,706,1651,2357,0.421046875,0.40515625,0.826203125,1676.772925,4074.971076
cerebellar commissure,161,216,377,0.02796875,0.0295,0.05746875,5756.424581,7322.033898
Cerebellum,4669,3667,8336,0.335984375,0.382984375,0.71896875,13896.47956,9574.80315
cerebral aqueduct,1536,1202,2738,0.17965625,0.22778125,0.4074375,8549.660811,5276.992729
choroid plexus,3130,3405,6535,0.63734375,0.731921875,1.369265625,4911.0076,4652.135858
cingulum bundle,1880,3084,4964,0.6589375,0.827421875,1.486359375,2853.077872,3727.24011
Claustrum,2121,1394,3515,0.2716875,0.28603125,0.55771875,7806.763285,4873.593357
