structure_name,cell_density
MY-mot,2879.6441409987847
MY-sat,1772.6232260033573
MY-sen,5723.176920213876
P-sat,551.3918725787169
P-sen,746.8505113179364
P-mot,1139.2944427351517
ME,963.1819403386186
PVR,1813.1439147016733
PVZ,3950.5282840343334
LZ,872.3847041143006
MEZ,1523.8235240072765
DORpm,949.1371439213958
DORsm,1601.011399880305
PRT,1758.577865628068
IV,196.01837672281775
MRN,1172.6802156021438
RN,2632.6855220578823
AT,451.1186025130248
RR,1985.1556441785756
SCm,2029.4338151264765
III,685.7932941583132
SNr,321.9977151824969
MA3,1139.9491094147581
MT,814.7843942505133
Pa4,179.52314165497896
PN,1509.8934550989345
CUN,488.19709308318727
LT,370.65637065637065
VTA,3415.794255915933
DT,84.5442536327609
VTN,551.5339538090315
PAG,505.34892179786965
EW,1332.0425943852856
SAG,614.3030958496688
SCs,825.8091248697049
IC,1761.1514310031098
MEV,478.3258594917788
NB,1448.498845265589
SCO,286.1400894187779
PBG,60.6060606060606
PPN,312.77821011673154
RAmb,589.8144809071603
SNc,431.7415231670513
SIM,1073.9270684398123
AN,3580.601086300543
PRM,5302.744977764147
COPY,11145.58694538797
PFL,1436.817658501727
FL,1537.1117534001378
LING,214.37773769647
CENT,205.96306689711136
CUL,871.0860960246176
DEC,4337.54605142288
FOTU,5632.676162626167
PYR,4216.669131056237
UVU,3333.0382828059305
NOD,3119.348294796767
LSX,1731.616360627315
sAMY,1128.5531225570394
STRd,1817.1234090685452
STRv,3119.1157105908665
PALc,1206.8251107480335
PALd,1661.0732067121521
PALm,1072.9069367287746
PALv,1572.4377427461732
HPF,2679.30205567551
Isocortex,4519.0667293912475
OLF,4113.142260998163
LA,1997.722553419519
BLA,3052.916840627017
BMA,2227.9271323242488
CLA,4185.971110880183
PA,4188.71735680277
EP,3020.6498463830185
VeCB,7894.110876654518
DN,1457.0325858615467
IP,9619.930123044205
FN,1415.726846242272
